S1Rx-Ch1	S1Rx-Ch2	S1Ry-Ch1	S1Ry-Ch2	S2Ry-Ch1	S2Ry-Ch2	S2Rx-Ch1	S2Rx-Ch2	temperature	field	Time	Sweep var
0.00196387	0.382814	-0.000735287	179.642	-2.74183e-006	179.399	0.00284959	0.0234376	+1.03206157E-01	-9.92587950E-01	254.25	0
0.00196554	0.382814	-0.000734929	179.634	-2.71575e-006	178.649	0.00285055	-0.0156251	+1.03206905E-01	-9.92588450E-01	254.578	0
0.00196435	0.328127	-0.000734691	179.626	-2.71016e-006	178.759	0.00284959	0	+1.03206794E-01	-9.92588975E-01	254.875	0
0.00196458	0.398439	-0.00073481	179.626	-2.7381e-006	178.806	0.00284912	0.101563	+1.03207757E-01	-9.92592234E-01	255.203	0
0.00196363	0.359377	-0.000735167	179.618	-2.78839e-006	178.649	0.00284959	0	+1.03208505E-01	-9.92587926E-01	255.5	0
0.00196411	0.382814	-0.000735287	179.61	-2.84614e-006	178.548	0.00284912	0.0156251	+1.03208972E-01	-9.92592221E-01	255.812	0
0.00196387	0.375002	-0.000735287	179.61	-2.87035e-006	178.329	0.00284959	-0.0468752	+1.03211670E-01	-9.92585981E-01	256.125	0
0.00196625	0.335939	-0.000735287	179.61	-2.87408e-006	178.329	0.00284912	-0.156251	+1.03208205E-01	-9.92586037E-01	256.437	0
0.00196458	0.382814	-0.000735048	179.618	-2.88525e-006	178.235	0.00285055	0.070313	+1.03209180E-01	-9.92586599E-01	256.765	0
0.00196506	0.359377	-0.00073481	179.626	-2.89457e-006	178.212	0.00285007	0.0468752	+1.03206506E-01	-9.92587303E-01	257.078	0
0.00196363	0.382814	-0.000734691	179.618	-2.85545e-006	178.313	0.00285007	-0.070313	+1.03208947E-01	-9.92586605E-01	257.39	0
0.00196625	0.382814	-0.000734691	179.626	-2.76604e-006	178.298	0.00284959	0.109375	+1.03208266E-01	-9.92586692E-01	257.687	0
0.00196292	0.351564	-0.000734691	179.626	-2.66919e-006	178.274	0.00285007	0.0625005	+1.03205660E-01	-9.92584902E-01	258	0
0.00196411	0.382814	-0.000734333	179.626	-2.61331e-006	178.454	0.00284959	0.0312502	+1.03207911E-01	-9.92588432E-01	258.312	0
0.00196411	0.367189	-0.000734095	179.626	-2.57419e-006	178.36	0.00284959	0.109375	+1.03205744E-01	-9.92588204E-01	258.64	0
0.00196554	0.390627	-0.000733975	179.626	-2.55184e-006	178.423	0.00284959	0.125001	+1.03206739E-01	-9.92586735E-01	258.937	0
0.00196292	0.367189	-0.000733975	179.626	-2.54253e-006	178.79	0.00285055	-0.0546877	+1.03206788E-01	-9.92586788E-01	259.25	0
0.00196554	0.382814	-0.000734095	179.626	-2.53321e-006	179.048	0.00285055	0	+1.03203458E-01	-9.92587417E-01	259.562	0
0.00196387	0.375002	-0.000734214	179.618	-2.53507e-006	179.118	0.00284959	0.148438	+1.03206991E-01	-9.92586806E-01	259.875	0
0.00196363	0.414064	-0.000734214	179.618	-2.54625e-006	179.017	0.00284912	0.0625005	+1.03207218E-01	-9.92586034E-01	260.203	0
0.00196411	0.382814	-0.000734333	179.61	-2.60586e-006	178.86	0.00284864	0.0468752	+1.03206825E-01	-9.92585466E-01	260.5	0
0.00196387	0.375002	-0.000734333	179.61	-2.6934e-006	178.54	0.00284864	0.0234376	+1.03208401E-01	-9.92589484E-01	260.828	0
0.00196315	0.390627	-0.000734333	179.61	-2.78467e-006	178.212	0.00284864	0.00781256	+1.03205185E-01	-9.92590916E-01	261.14	0
0.00196482	0.335939	-0.000734333	179.618	-2.84614e-006	178.415	0.00284816	0.148438	+1.03204896E-01	-9.92588830E-01	261.437	0
0.00196363	0.367189	-0.000734333	179.626	-2.89829e-006	178.704	0.00284959	0.085938	+1.03206539E-01	-9.92588536E-01	261.765	0
0.00196387	0.335939	-0.000734333	179.634	-2.95417e-006	178.665	0.00285007	0.0234376	+1.03205730E-01	-9.92589802E-01	262.062	0
0.00196125	0.429689	-0.000734571	179.642	-2.98025e-006	178.837	0.00284959	0	+1.03206742E-01	-9.92590197E-01	262.375	0
0.00196125	0.468752	-0.00073481	179.649	-2.9877e-006	179.063	0.00284959	0.00781256	+1.03204215E-01	-9.92589759E-01	262.703	0
0.00196339	0.421877	-0.000735167	179.642	-2.97093e-006	178.899	0.00284959	0.0234376	+1.03206791E-01	-9.92591178E-01	263.015	0
0.0019653	0.437502	-0.000735287	179.634	-2.92996e-006	178.649	0.00284912	0.0234376	+1.03207551E-01	-9.92588154E-01	263.328	0
0.00196673	0.382814	-0.000735287	179.634	-2.88525e-006	178.962	0.00284912	0.187501	+1.03207860E-01	-9.92592925E-01	263.625	0
0.00196482	0.414064	-0.000735406	179.634	-2.88898e-006	179.095	0.00284912	-0.00781256	+1.03209556E-01	-9.92594018E-01	263.937	0
0.00196554	0.343752	-0.000735525	179.634	-2.90388e-006	178.876	0.00284912	0.00781256	+1.03211911E-01	-9.92591567E-01	264.25	0
0.00196458	0.367189	-0.000735525	179.634	-2.90574e-006	178.517	0.00284959	0.0234376	+1.03210722E-01	-9.92593456E-01	264.578	0
0.00196363	0.382814	-0.000735406	179.626	-2.89457e-006	178.313	0.00284959	-0.0156251	+1.03210421E-01	-9.92586975E-01	264.875	0
0.00196506	0.375002	-0.000735287	179.618	-2.86663e-006	178.228	0.00284959	0.0546877	+1.03211470E-01	-9.92587247E-01	265.187	0
0.00196387	0.382814	-0.000735167	179.618	-2.82192e-006	178.235	0.00284912	0.109375	+1.03211611E-01	-9.92588740E-01	265.5	0
0.00196363	0.359377	-0.000735048	179.618	-2.78281e-006	178.517	0.00284912	-0.0546877	+1.03206416E-01	-9.92591450E-01	265.828	0
0.00196363	0.367189	-0.000735048	179.626	-2.74928e-006	178.501	0.00284959	-0.0390627	+1.03210117E-01	-9.92587420E-01	266.14	0
0.00196411	0.382814	-0.000735406	179.626	-2.73997e-006	178.313	0.00284959	0.0468752	+1.03210360E-01	-9.92588568E-01	266.437	0
0.00196244	0.382814	-0.000736002	179.626	-2.753e-006	178.188	0.00284912	0.0625005	+1.03209943E-01	-9.92585436E-01	266.765	0
0.00196387	0.375002	-0.000736598	179.626	-2.77908e-006	178.274	0.00284959	0.0156251	+1.03209434E-01	-9.92586244E-01	267.078	0
0.00196458	0.343752	-0.000736956	179.618	-2.82565e-006	178.673	0.00284864	-0.0312502	+1.03208741E-01	-9.92586108E-01	267.39	0
0.00196339	0.390627	-0.000736956	179.61	-2.88339e-006	178.603	0.00284912	0	+1.03209047E-01	-9.92585232E-01	267.687	0
0.00196411	0.390627	-0.000736956	179.618	-2.94113e-006	178.337	0.00284959	-0.0390627	+1.03208876E-01	-9.92586701E-01	268	0
0.00196315	0.367189	-0.000736836	179.618	-2.96721e-006	178.188	0.00284864	-0.0312502	+1.03210390E-01	-9.92587207E-01	268.328	0
0.00196506	0.382814	-0.000736836	179.626	-2.97838e-006	178.165	0.00284912	0.109375	+1.03206582E-01	-9.92592114E-01	268.625	0
0.00196411	0.335939	-0.000736956	179.634	-2.96907e-006	178.353	0.00284912	0.101563	+1.03212206E-01	-9.87675236E-01	268.953	0
0.00196172	0.359377	-0.000737075	179.634	-2.9579e-006	178.446	0.00285007	0.117188	+1.03215824E-01	-9.87673987E-01	269.25	0
0.00196458	0.375002	-0.000737432	179.649	-2.94672e-006	178.368	0.00285007	0.0312502	+1.03214082E-01	-9.87671407E-01	269.578	0
0.00196411	0.335939	-0.000737909	179.649	-2.94113e-006	178.306	0.00284959	-0.0546877	+1.03213702E-01	-9.86467369E-01	269.89	0
0.00196387	0.335939	-0.000738028	179.642	-2.93368e-006	178.368	0.00284959	-0.0781255	+1.03210593E-01	-9.82788760E-01	270.203	0
0.00196435	0.375002	-0.000738028	179.634	-2.90015e-006	178.212	0.00284912	0	+1.03210360E-01	-9.82786482E-01	270.5	0
0.00196244	0.359377	-0.000738267	179.642	-2.82937e-006	178.001	0.00284912	0.0625005	+1.03210961E-01	-9.77892491E-01	270.828	0
0.00196506	0.367189	-0.000738505	179.642	-2.76418e-006	177.751	0.00284912	0.0937505	+1.03211272E-01	-9.77901144E-01	271.14	0
0.00196411	0.382814	-0.000738505	179.642	-2.72506e-006	177.751	0.00284959	0.132813	+1.03212034E-01	-9.77896928E-01	271.437	0
0.00196363	0.367189	-0.000738505	179.642	-2.71948e-006	178.267	0.00284959	-0.0234376	+1.03204620E-01	-9.73016448E-01	271.75	0
0.00196363	0.367189	-0.000738267	179.634	-2.73997e-006	178.704	0.00284959	0.00781256	+1.03203614E-01	-9.73010547E-01	272.062	0
0.00196482	0.382814	-0.000738148	179.634	-2.75114e-006	178.946	0.00285007	0.0156251	+1.03208551E-01	-9.69570339E-01	272.375	0
0.00196458	0.382814	-0.000738028	179.626	-2.7381e-006	178.946	0.00284959	0.085938	+1.03209789E-01	-9.68097663E-01	272.687	0
0.00196387	0.406252	-0.000737909	179.626	-2.71948e-006	178.657	0.00284912	0.0468752	+1.03207852E-01	-9.68094762E-01	273.015	0
0.00196339	0.312502	-0.000737909	179.626	-2.70271e-006	178.438	0.00284912	-0.0781255	+1.03204184E-01	-9.63211936E-01	273.312	0
0.0019653	0.335939	-0.00073779	179.634	-2.71016e-006	178.298	0.00284864	0.0312502	+1.03204748E-01	-9.63212171E-01	273.625	0
0.00196339	0.398439	-0.000737671	179.634	-2.72693e-006	178.063	0.00284864	0.0312502	+1.03207551E-01	-9.62435394E-01	273.937	0
0.00196411	0.367189	-0.000737671	179.634	-2.73997e-006	178.313	0.00284864	0.085938	+1.03208354E-01	-9.58304224E-01	274.265	0
0.00196435	0.375002	-0.000737671	179.634	-2.753e-006	178.532	0.00284912	0.070313	+1.03208962E-01	-9.58308310E-01	274.562	0
0.00196363	0.335939	-0.000737909	179.642	-2.74742e-006	178.251	0.00284864	0.0625005	+1.03204963E-01	-9.53437066E-01	274.89	0
0.00196029	0.367189	-0.000738028	179.642	-2.753e-006	178.118	0.00284816	0.0156251	+1.03204117E-01	-9.53435437E-01	275.187	0
0.00196172	0.367189	-0.000738148	179.649	-2.79398e-006	178.313	0.00284816	-0.0781255	+1.03203510E-01	-9.51295320E-01	275.515	0
0.00196196	0.367189	-0.000738386	179.649	-2.83496e-006	178.579	0.00284816	-0.00781256	+1.03207484E-01	-9.48527278E-01	275.828	0
0.00196458	0.382814	-0.000738505	179.642	-2.86663e-006	178.829	0.00284816	-0.00781256	+1.03208660E-01	-9.48529666E-01	276.125	0
0.00196292	0.414064	-0.000738505	179.642	-2.89829e-006	178.704	0.00284864	-0.0156251	+1.03207294E-01	-9.45602977E-01	276.437	0
0.00196458	0.335939	-0.000738267	179.642	-2.94672e-006	178.501	0.00284769	-0.0546877	+1.03204400E-01	-9.43656034E-01	276.75	0
0.00196292	0.375002	-0.000738148	179.634	-3.01377e-006	178.345	0.00284864	0.0937505	+1.03205853E-01	-9.43653682E-01	277.078	0
0.00196363	0.390627	-0.000738148	179.634	-3.05662e-006	177.868	0.00284912	0.195313	+1.03205455E-01	-9.38763256E-01	277.39	0
0.00196196	0.382814	-0.000738267	179.634	-3.09573e-006	177.649	0.00284769	0.085938	+1.03206031E-01	-9.38757065E-01	277.703	0
0.00196268	0.375002	-0.000738505	179.634	-3.15161e-006	177.845	0.00284769	0.0156251	+1.03202345E-01	-9.38231898E-01	278	0
0.00196458	0.414064	-0.000738744	179.634	-3.23543e-006	178.071	0.00284816	0.101563	+1.03199138E-01	-9.34037956E-01	278.328	0
0.0019653	0.367189	-0.000739101	179.634	-3.33042e-006	178.47	0.00284816	-0.0312502	+1.03201297E-01	-9.34039549E-01	278.64	0
0.00196268	0.421877	-0.00073934	179.634	-3.39934e-006	178.978	0.00284769	0.0468752	+1.03204829E-01	-9.30096591E-01	278.937	0
0.00196363	0.335939	-0.000739697	179.642	-3.42356e-006	179.126	0.00284816	0	+1.03205565E-01	-9.29110578E-01	279.265	0
0.00196435	0.382814	-0.000739936	179.642	-3.43101e-006	179.181	0.00284816	-0.0234376	+1.03206344E-01	-9.27208839E-01	279.562	0
0.00196411	0.367189	-0.000739817	179.649	-3.41983e-006	179.04	0.00284769	0.0156251	+1.03204921E-01	-9.24218183E-01	279.875	0
0.00196411	0.382814	-0.000739459	179.657	-3.40493e-006	178.728	0.00284769	0	+1.03205724E-01	-9.24217992E-01	280.203	0
0.00196435	0.367189	-0.000738982	179.649	-3.42169e-006	178.368	0.00284721	-0.00781256	+1.03205957E-01	-9.22984951E-01	280.5	0
0.00196292	0.375002	-0.000738624	179.634	-3.43659e-006	178.212	0.00284816	-0.101563	+1.03207478E-01	-9.19306167E-01	280.812	0
0.00196411	0.390627	-0.000738386	179.634	-3.41611e-006	178.313	0.00284769	0.0625005	+1.03205718E-01	-9.19310061E-01	281.125	0
0.00196363	0.382814	-0.000738386	179.634	-3.35464e-006	178.735	0.00284769	0.070313	+1.03203842E-01	-9.14436565E-01	281.437	0
0.00196292	0.367189	-0.000738624	179.634	-3.28013e-006	179.204	0.00284864	-0.0156251	+1.03203829E-01	-9.14436411E-01	281.765	0
0.00196411	0.375002	-0.000738744	179.642	-3.2019e-006	179.665	0.00284864	0.0312502	+1.03205700E-01	-9.13945942E-01	282.078	0
0.00196411	0.382814	-0.000738863	179.657	-3.14043e-006	179.845	0.00284864	-0.0546877	+1.03211612E-01	-9.09516284E-01	282.39	0
0.00196244	0.335939	-0.000738744	179.657	-3.11063e-006	179.743	0.00284816	-0.0234376	+1.03209275E-01	-9.09515359E-01	282.687	0
0.00196292	0.367189	-0.000738744	179.649	-3.11249e-006	179.353	0.00284816	0.0468752	+1.03207717E-01	-9.05985796E-01	283	0
0.00196292	0.367189	-0.000738624	179.649	-3.13298e-006	178.892	0.00284816	0.00781256	+1.03207969E-01	-9.04631228E-01	283.312	0
0.00196244	0.414064	-0.000738624	179.649	-3.1572e-006	178.571	0.00284769	-0.0312502	+1.03210594E-01	-9.04630604E-01	283.64	0
0.00196411	0.382814	-0.000738505	179.642	-3.19818e-006	178.407	0.00284721	-0.0468752	+1.03212532E-01	-9.00992998E-01	283.937	0
0.00196268	0.367189	-0.000738386	179.642	-3.23357e-006	178.392	0.00284721	0.0156251	+1.03214427E-01	-8.99732129E-01	284.25	0
0.00196387	0.335939	-0.000738267	179.634	-3.27268e-006	178.446	0.00284721	0.0156251	+1.03212108E-01	-8.99731049E-01	284.562	0
0.00196172	0.414064	-0.000738267	179.626	-3.2969e-006	178.423	0.00284721	0.0546877	+1.03208067E-01	-8.96019694E-01	284.89	0
0.00196292	0.382814	-0.000738267	179.634	-3.29876e-006	178.603	0.00284769	0.101563	+1.03211041E-01	-8.94846553E-01	285.203	0
0.00196244	0.382814	-0.000738148	179.626	-3.30062e-006	178.978	0.00284721	-0.109375	+1.03212231E-01	-8.93013478E-01	285.515	0
0.00196363	0.390627	-0.000738148	179.634	-3.28945e-006	178.978	0.00284721	-0.117188	+1.03211765E-01	-8.89923612E-01	285.828	0
0.00196125	0.359377	-0.000738148	179.634	-3.27827e-006	178.829	0.00284721	-0.203126	+1.03212188E-01	-8.89924353E-01	286.14	0
0.00196387	0.359377	-0.000738028	179.634	-3.28945e-006	178.774	0.00284721	-0.109375	+1.03215230E-01	-8.88815339E-01	286.453	0
0.00196363	0.382814	-0.000738028	179.649	-3.31739e-006	178.665	0.00284673	0.0546877	+1.03214169E-01	-8.85038947E-01	286.75	0
0.00196387	0.406252	-0.000737909	179.649	-3.32856e-006	178.642	0.00284673	0.0468752	+1.03211403E-01	-8.85039404E-01	287.078	0
0.00196411	0.390627	-0.000737909	179.634	-3.35278e-006	178.478	0.00284721	-0.0937505	+1.03214310E-01	-8.82179392E-01	287.39	0
0.00196292	0.375002	-0.000738028	179.634	-3.38817e-006	178.188	0.00284673	0.101563	+1.03215120E-01	-8.80134362E-01	287.703	0
0.00196363	0.367189	-0.000737909	179.634	-3.43473e-006	177.931	0.00284626	0.0234376	+1.03216401E-01	-8.80133739E-01	288.015	0
0.00196244	0.390627	-0.000738028	179.642	-3.47757e-006	177.853	0.00284673	0.101563	+1.03213667E-01	-8.75264451E-01	288.328	0
0.00196244	0.367189	-0.000738267	179.642	-3.52414e-006	178.313	0.00284626	0.0468752	+1.03211188E-01	-8.75262618E-01	288.625	0
0.00196292	0.421877	-0.000738505	179.642	-3.57257e-006	179.188	0.00284673	0.070313	+1.03211826E-01	-8.74802911E-01	288.937	0
0.0019622	0.375002	-0.000738744	179.642	-3.58933e-006	179.618	0.00284721	-0.179688	+1.03214739E-01	-8.70349557E-01	289.265	0
0.00196315	0.375002	-0.000738863	179.634	-3.5558e-006	179.454	0.00284721	0.00781256	+1.03215242E-01	-8.70351260E-01	289.578	0
0.00196315	0.367189	-0.000738744	179.634	-3.50365e-006	179.04	0.00284626	0.0546877	+1.03214022E-01	-8.67424948E-01	289.875	0
0.00196268	0.335939	-0.000738863	179.634	-3.46267e-006	178.665	0.00284673	0.085938	+1.03213556E-01	-8.65472993E-01	290.187	0
0.00196363	0.390627	-0.000738982	179.634	-3.45522e-006	178.36	0.00284626	0.00781256	+1.03213175E-01	-8.65473987E-01	290.515	0
0.00196363	0.382814	-0.000739101	179.642	-3.49434e-006	178.298	0.00284673	0.125001	+1.03211569E-01	-8.62047282E-01	290.812	0
0.00196244	0.382814	-0.000739221	179.634	-3.55953e-006	178.493	0.00284673	-0.0625005	+1.03212967E-01	-8.60574815E-01	291.125	0
0.00196244	0.375002	-0.000739221	179.634	-3.63031e-006	178.837	0.00284626	0.070313	+1.03213709E-01	-8.60575235E-01	291.437	0
0.00196244	0.398439	-0.00073934	179.634	-3.69364e-006	179.11	0.00284673	-0.00781256	+1.03208104E-01	-8.57251200E-01	291.75	0
0.00196244	0.367189	-0.00073934	179.626	-3.73648e-006	179.509	0.00284626	0	+1.03206049E-01	-8.55650349E-01	292.062	0
0.00196292	0.414064	-0.00073934	179.626	-3.74207e-006	179.712	0.00284626	0.0625005	+1.03205467E-01	-8.55648386E-01	292.375	0
0.00196268	0.367189	-0.000739221	179.626	-3.71227e-006	179.376	0.00284626	0.0546877	+1.03210594E-01	-8.51433485E-01	292.703	0
0.00196339	0.390627	-0.000739101	179.634	-3.68246e-006	178.978	0.00284626	0.0390627	+1.03214200E-01	-8.50729093E-01	293.015	0
0.00196315	0.351564	-0.000739101	179.642	-3.68246e-006	178.774	0.00284626	-0.0234376	+1.03211337E-01	-8.50729840E-01	293.328	0
0.00196315	0.421877	-0.000738863	179.642	-3.70668e-006	178.86	0.00284626	0.125001	+1.03213278E-01	-8.47118251E-01	293.625	0
0.00196339	0.382814	-0.000738744	179.642	-3.74393e-006	178.813	0.00284626	0.125001	+1.03214720E-01	-8.45845340E-01	293.953	0
0.00196196	0.375002	-0.000738863	179.642	-3.77746e-006	178.704	0.00284626	-0.109375	+1.03213720E-01	-8.44181582E-01	294.25	0
0.00196268	0.359377	-0.000738863	179.634	-3.80167e-006	178.86	0.00284578	0.0468752	+1.03215578E-01	-8.40936117E-01	294.578	0
0.00196315	0.382814	-0.000738982	179.642	-3.8259e-006	179.173	0.00284626	0.0625005	+1.03213002E-01	-8.40934482E-01	294.89	0
0.00196292	0.375002	-0.000739101	179.642	-3.85384e-006	179.173	0.00284626	-0.109375	+1.03212708E-01	-8.38704771E-01	295.203	0
0.00196315	0.390627	-0.000739101	179.642	-3.88178e-006	179.353	0.00284578	0.0625005	+1.03211598E-01	-8.36061168E-01	295.515	0
0.00196292	0.375002	-0.000739101	179.642	-3.87992e-006	179.524	0.00284578	0.0234376	+1.03212840E-01	-8.36059014E-01	295.828	0
0.00196363	0.421877	-0.000739101	179.642	-3.85384e-006	179.423	0.00284626	-0.0234376	+1.03215823E-01	-8.34094029E-01	296.125	0
0.00196435	0.343752	-0.000739221	179.634	-3.82963e-006	179.118	0.0028453	0.101563	+1.03218105E-01	-8.31146851E-01	296.437	0
0.00196125	0.359377	-0.000739221	179.634	-3.82776e-006	178.938	0.00284626	-0.0312502	+1.03219104E-01	-8.31145521E-01	296.765	0
0.0019622	0.359377	-0.00073934	179.634	-3.82776e-006	178.79	0.00284578	-0.0234376	+1.03216148E-01	-8.28218930E-01	297.062	0
0.00196363	0.351564	-0.000739459	179.634	-3.83149e-006	178.845	0.0028453	-0.00781256	+1.03214695E-01	-8.26263098E-01	297.375	0
0.00196292	0.359377	-0.000739578	179.634	-3.84825e-006	179.118	0.00284626	-0.00781256	+1.03212542E-01	-8.26263851E-01	297.687	0
0.00196196	0.343752	-0.000739697	179.634	-3.87061e-006	179.298	0.00284626	-0.0156251	+1.03217222E-01	-8.23674087E-01	298.015	0
0.00196125	0.406252	-0.000739936	179.634	-3.89296e-006	179.251	0.00284626	-0.125001	+1.03216995E-01	-8.21366775E-01	298.312	0
0.00196315	0.382814	-0.000740174	179.642	-3.91158e-006	179.212	0.00284721	0.070313	+1.03217724E-01	-8.21366541E-01	298.625	0
0.0019622	0.367189	-0.000740413	179.634	-3.91717e-006	179.095	0.00284578	0.070313	+1.03211304E-01	-8.18276122E-01	298.937	0
0.00196172	0.375002	-0.000740293	179.634	-3.91717e-006	178.845	0.00284483	0	+1.03209304E-01	-8.16482277E-01	299.25	0
0.00196292	0.367189	-0.000740293	179.626	-3.91345e-006	178.728	0.0028453	-0.0468752	+1.03207925E-01	-8.15988864E-01	299.578	0
0.0019622	0.437502	-0.000740293	179.618	-3.90972e-006	178.579	0.00284483	-0.0312502	+1.03211886E-01	-8.11571008E-01	299.89	0
0.00196411	0.359377	-0.000740174	179.618	-3.91345e-006	178.337	0.0028453	0.0468752	+1.03211990E-01	-8.11570157E-01	300.203	0
0.00196244	0.367189	-0.000740293	179.626	-3.92462e-006	178.095	0.00284483	0	+1.03215179E-01	-8.11570459E-01	300.5	0
0.00196292	0.390627	-0.000740293	179.634	-3.94511e-006	178.009	0.00284578	0.00781256	+1.03215432E-01	-8.08148834E-01	300.828	0
0.00196244	0.398439	-0.000740293	179.634	-3.97491e-006	178.024	0.00284483	0.0312502	+1.03215367E-01	-8.06681441E-01	301.125	0
0.00196315	0.390627	-0.000740293	179.626	-3.9656e-006	178.282	0.00284435	0.125001	+1.03212700E-01	-8.06161992E-01	301.453	0
0.00196125	0.382814	-0.000740413	179.618	-3.94325e-006	178.704	0.00284435	0.070313	+1.03215006E-01	-8.01780484E-01	301.75	0
0.00196244	0.375002	-0.000740889	179.618	-3.93207e-006	178.853	0.00284483	-0.0390627	+1.03214711E-01	-8.01777342E-01	302.062	0
0.00196292	0.390627	-0.000741247	179.618	-3.93766e-006	178.853	0.00284483	0.0546877	+1.03214067E-01	-8.00776902E-01	302.39	0
0.00196244	0.382814	-0.000741486	179.618	-3.93766e-006	178.704	0.00284483	-0.00781256	+1.03211725E-01	-7.96903872E-01	302.687	0
0.00196077	0.367189	-0.000741843	179.61	-3.94697e-006	178.368	0.00284435	0.0468752	+1.03210167E-01	-7.96901737E-01	303	0
0.00196292	0.382814	-0.000742082	179.61	-3.96001e-006	178.212	0.00284435	0.109375	+1.03210332E-01	-7.95663481E-01	303.312	0
0.00196244	0.367189	-0.000742201	179.626	-3.9805e-006	178.142	0.00284435	0.0468752	+1.03213828E-01	-7.91993376E-01	303.64	0
