S1Rx-Ch1	S1Rx-Ch2	S1Ry-Ch1	S1Ry-Ch2	S2Ry-Ch1	S2Ry-Ch2	S2Rx-Ch1	S2Rx-Ch2	temperature	field	Time	Sweep var
0.00194789	0.273439	-0.000791673	179.829	-2.19197e-005	-179.696	0.00287487	-0.0390627	+5.41316488E-02	+1.00503539E+00	1617.83	0
0.001956	0.406252	-0.000791673	179.829	-2.18527e-005	-179.657	0.00287487	0	+5.41346074E-02	+1.00503258E+00	1618.12	0
0.00195027	0.304689	-0.000791196	179.829	-2.18042e-005	-179.673	0.00287391	0.0156251	+5.41342775E-02	+1.00503586E+00	1618.45	0
0.00194836	0.281252	-0.000790481	179.813	-2.18098e-005	-179.696	0.00287487	0.00781256	+5.41331035E-02	+1.00503544E+00	1618.77	0
0.00194979	0.273439	-0.000789884	179.813	-2.18638e-005	-179.712	0.00287391	0.0625005	+5.41353605E-02	+1.00503209E+00	1619.06	0
0.00194932	0.265627	-0.000789646	179.813	-2.19477e-005	-179.72	0.00287439	-0.0390627	+5.41366920E-02	+1.00503279E+00	1619.39	0
0.00194932	0.304689	-0.000789408	179.813	-2.20482e-005	-179.743	0.00287487	0.0781255	+5.41360128E-02	+1.00503497E+00	1619.7	0
0.0019486	0.281252	-0.000789288	179.829	-2.21228e-005	-179.798	0.00287487	0.0546877	+5.41334453E-02	+1.00503449E+00	1620	0
0.00194789	0.265627	-0.000789169	179.829	-2.21507e-005	-179.845	0.00287487	-0.0156251	+5.41368545E-02	+1.00503991E+00	1620.31	0
0.00194884	0.281252	-0.00078905	179.821	-2.21507e-005	-179.853	0.00287487	-0.0546877	+5.41347254E-02	+1.00503622E+00	1620.64	0
0.0019486	0.281252	-0.000789169	179.813	-2.21507e-005	-179.829	0.00287391	0.0625005	+5.41339918E-02	+1.00503535E+00	1620.95	0
0.0019486	0.289064	-0.000789169	179.813	-2.21619e-005	-179.806	0.00287391	0.085938	+5.42334299E-02	+1.00521759E+00	1621.25	0
0.00195146	0.320314	-0.000789288	179.829	-2.21377e-005	-179.798	0.00287582	0.0468752	+5.42306060E-02	+1.00521416E+00	1621.58	0
0.00195791	0.0234376	-0.000790719	179.853	-2.2024e-005	-179.821	0.0028763	0.0156251	+5.42282530E-02	+1.00521514E+00	1621.88	0
0.00195362	0.320314	-0.000794057	179.868	-2.19514e-005	-179.806	0.00287677	0.00781256	+5.42990946E-02	+1.00538029E+00	1622.2	0
0.00195099	0.335939	-0.000797752	179.853	-2.1957e-005	-179.782	0.0028763	-0.0468752	+5.43153166E-02	+1.00538029E+00	1622.5	0
0.00195672	0.304689	-0.000800733	179.813	-2.20166e-005	-179.774	0.00287582	-0.0390627	+5.43162499E-02	+1.00538137E+00	1622.81	0
0.00195409	0.320314	-0.000802282	179.767	-2.20985e-005	-179.806	0.00287677	0.0234376	+5.43173440E-02	+1.00538278E+00	1623.14	0
0.00195958	0.195313	-0.000803117	179.759	-2.21544e-005	-179.767	0.00287582	0.0625005	+5.43177661E-02	+1.00538608E+00	1623.45	0
0.00194979	0.281252	-0.000803713	179.751	-2.21749e-005	-179.673	0.00287582	0.0546877	+5.43158253E-02	+1.00538267E+00	1623.77	0
0.00195362	0.335939	-0.00080407	179.767	-2.21824e-005	-179.657	0.00287677	0.101563	+5.43167541E-02	+1.00538257E+00	1624.08	0
0.00195362	0.328127	-0.000804428	179.767	-2.21842e-005	-179.649	0.00287725	0.125001	+5.43164100E-02	+1.00538375E+00	1624.38	0
0.00195075	0.304689	-0.000804905	179.774	-2.21842e-005	-179.642	0.00287725	-0.0468752	+5.43168948E-02	+1.00538121E+00	1624.69	0
0.00195242	0.320314	-0.000805739	179.79	-2.21805e-005	-179.696	0.00287725	0.0312502	+5.43173411E-02	+1.00538261E+00	1625.02	0
0.00195266	0.328127	-0.000806335	179.774	-2.21879e-005	-179.743	0.00287725	0.109375	+5.43165843E-02	+1.00538367E+00	1625.31	0
0.00194979	0.304689	-0.000806574	179.759	-2.22122e-005	-179.774	0.00287725	0.0468752	+5.43172528E-02	+1.00538649E+00	1625.62	0
0.0019517	0.328127	-0.000806812	179.735	-2.22587e-005	-179.868	0.00287773	0.0312502	+5.42570242E-02	+1.00526713E+00	1625.94	0
0.00194956	0.304689	-0.000807289	179.735	-2.23928e-005	179.892	0.00287773	-0.0625005	+5.42845629E-02	+1.00533283E+00	1626.27	0
0.00194932	0.304689	-0.000807647	179.743	-2.2445e-005	179.79	0.0028782	0.0625005	+5.43263080E-02	+1.00539448E+00	1626.58	0
0.00194932	0.328127	-0.000807885	179.767	-2.23388e-005	179.813	0.0028782	-0.085938	+5.43197187E-02	+1.00650770E+00	1626.88	0
0.00195027	0.304689	-0.000807885	179.774	-2.21432e-005	179.892	0.0028782	0.148438	+5.43195885E-02	+1.00538693E+00	1627.19	0
0.00195958	0.351564	-0.000807289	179.774	-2.19737e-005	179.946	0.00287725	0.0312502	+5.43216031E-02	+1.00539133E+00	1627.5	0
0.00196148	0.312502	-0.000806216	179.743	-2.18769e-005	-179.993	0.00287725	-0.0625005	+5.43191965E-02	+1.00538671E+00	1627.83	0
0.00195146	0.304689	-0.000804428	179.704	-2.18191e-005	-179.946	0.00287773	0.085938	+5.43201406E-02	+1.00538651E+00	1628.12	0
0.00196077	0.351564	-0.000802759	179.681	-2.17726e-005	-179.899	0.00287725	0.0546877	+5.43214109E-02	+1.00538273E+00	1628.44	0
0.00195289	0.867191	-0.000801805	179.665	-2.17651e-005	-179.853	0.0028782	0.0546877	+5.43205178E-02	+1.00538527E+00	1628.77	0
0.00195743	0.0625005	-0.000801209	179.657	-2.178e-005	-179.798	0.00287868	0.226563	+5.43213455E-02	+1.00538506E+00	1629.08	0
0.00195242	0.179688	-0.000800971	179.665	-2.17949e-005	-179.774	0.0028782	-0.0546877	+5.43199666E-02	+1.00538340E+00	1629.38	0
0.00195194	0.343752	-0.000801567	179.712	-2.18042e-005	-179.774	0.00287868	0.0781255	+5.43236081E-02	+1.00538379E+00	1629.7	0
0.0019517	0.304689	-0.00080264	179.759	-2.18191e-005	-179.767	0.0028782	-0.085938	+5.43256735E-02	+1.00538226E+00	1630	0
0.00195791	-0.132813	-0.000803594	179.774	-2.18545e-005	-179.735	0.0028782	0.0468752	+5.43221638E-02	+1.00538263E+00	1630.33	0
0.00196244	0.335939	-0.000803832	179.79	-2.18843e-005	-179.688	0.00287963	-0.0625005	+5.43208167E-02	+1.00538613E+00	1630.64	0
0.00195027	0.320314	-0.000802878	179.798	-2.18955e-005	-179.649	0.00288059	0.085938	+5.43215159E-02	+1.00538779E+00	1630.94	0
0.00195648	0.320314	-0.00080264	179.767	-2.1916e-005	-179.571	0.00287963	0	+5.43247988E-02	+1.00538422E+00	1631.25	0
0.00196244	0.335939	-0.000802759	179.704	-2.19439e-005	-179.563	0.00287916	0.0625005	+5.43237935E-02	+1.00538671E+00	1631.58	0
0.00195338	0.390627	-0.000802163	179.649	-2.19719e-005	-179.618	0.00288154	-0.156251	+5.43208200E-02	+1.00538782E+00	1631.89	0
0.0019591	0.335939	-0.000801209	179.603	-2.20389e-005	-179.673	0.0028782	-0.109375	+5.43210428E-02	+1.00538697E+00	1632.19	0
0.0019591	0.179688	-0.000800494	179.563	-2.20855e-005	-179.845	0.0028782	0.00781256	+5.43194427E-02	+1.00538366E+00	1632.5	0
0.00195886	0.429689	-0.000800256	179.579	-2.20892e-005	-179.985	0.0028782	-0.0781255	+5.43214567E-02	+1.00538549E+00	1632.81	0
0.00196196	0.414064	-0.000800136	179.634	-2.20557e-005	-179.993	0.00287725	-0.0312502	+5.43201506E-02	+1.00538429E+00	1633.14	0
0.00194383	-0.109375	-0.000800375	179.712	-2.20091e-005	-179.915	0.00287725	0.0312502	+5.43206284E-02	+1.00538227E+00	1633.45	0
0.00195123	0.304689	-0.000800613	179.735	-2.197e-005	-179.845	0.00287725	-0.0468752	+5.43219934E-02	+1.00538439E+00	1633.77	0
0.00196029	0.335939	-0.000801209	179.774	-2.19737e-005	-179.798	0.00287725	0	+5.43235584E-02	+1.00538803E+00	1634.06	0
0.00195576	0.070313	-0.000802282	179.813	-2.19886e-005	-179.79	0.00287725	-0.070313	+5.43228899E-02	+1.00538454E+00	1634.38	0
0.00196554	0.335939	-0.00080264	179.829	-2.19961e-005	-179.821	0.0028763	-0.070313	+5.43223018E-02	+1.00538474E+00	1634.7	0
0.00195289	0.273439	-0.000801686	179.837	-2.19886e-005	-179.868	0.00287773	0.179688	+5.43249899E-02	+1.00538629E+00	1635	0
0.00195075	0.304689	-0.000800733	179.813	-2.19682e-005	-179.907	0.0028782	-0.0234376	+5.43260952E-02	+1.00538773E+00	1635.33	0
0.00195051	0.320314	-0.000801448	179.79	-2.19234e-005	-179.907	0.0028782	-0.0781255	+5.43264704E-02	+1.00538475E+00	1635.64	0
0.00195027	0.304689	-0.000803236	179.79	-2.18825e-005	-179.907	0.0028782	0.0468752	+5.43206483E-02	+1.00538272E+00	1635.94	0
0.00195051	0.296877	-0.000805262	179.79	-2.18676e-005	-179.876	0.00287725	-0.0156251	+5.43214169E-02	+1.00538339E+00	1636.27	0
0.00195027	0.304689	-0.000806812	179.798	-2.1862e-005	-179.806	0.00287773	0.109375	+5.43218106E-02	+1.00538340E+00	1636.58	0
0.00195027	0.304689	-0.000807766	179.806	-2.18638e-005	-179.735	0.0028782	0.125001	+5.43203250E-02	+1.00538873E+00	1636.88	0
0.00195003	0.304689	-0.000808481	179.806	-2.18992e-005	-179.642	0.00287677	-0.00781256	+5.43200027E-02	+1.00538568E+00	1637.19	0
0.00195075	0.312502	-0.000808839	179.813	-2.19793e-005	-179.595	0.0028782	-0.0312502	+5.43191124E-02	+1.00538421E+00	1637.5	0
0.00195075	0.304689	-0.000809077	179.813	-2.20594e-005	-179.626	0.00287773	-0.132813	+5.43217564E-02	+1.00538334E+00	1637.81	0
0.00195027	0.304689	-0.000809196	179.813	-2.2119e-005	-179.728	0.00287582	0.0781255	+5.43223921E-02	+1.00538717E+00	1638.14	0
0.00195075	0.304689	-0.000809196	179.813	-2.21526e-005	-179.821	0.00287725	-0.070313	+5.43208517E-02	+1.00538467E+00	1638.44	0
0.00195051	0.304689	-0.000809316	179.813	-2.21526e-005	-179.892	0.00287725	0.132813	+5.43207087E-02	+1.00538368E+00	1638.75	0
0.00196029	0.343752	-0.000809196	179.806	-2.21228e-005	-179.915	0.00287725	0.117188	+5.43236035E-02	+1.00538783E+00	1639.08	0
0.00195338	0.335939	-0.000808362	179.79	-2.21004e-005	-179.876	0.00287677	0.0234376	+5.43216029E-02	+1.00538710E+00	1639.38	0
0.00196005	0.343752	-0.000806574	179.767	-2.21023e-005	-179.829	0.0028763	0.125001	+5.43218621E-02	+1.00538963E+00	1639.69	0
0.00195958	0.343752	-0.000804786	179.735	-2.21675e-005	-179.798	0.00287677	-0.00781256	+5.43214717E-02	+1.00538690E+00	1640	0
0.00196196	0.375002	-0.000803594	179.712	-2.22457e-005	-179.767	0.00287677	-0.0546877	+5.43186199E-02	+1.00538938E+00	1640.31	0
0.00196053	0.328127	-0.000802759	179.704	-2.23202e-005	-179.696	0.00287725	0	+5.43196535E-02	+1.00539001E+00	1640.62	0
0.00195529	0.296877	-0.000801925	179.704	-2.2391e-005	-179.649	0.00287677	0.0468752	+5.43189956E-02	+1.00538967E+00	1640.94	0
0.00195624	0.273439	-0.000801567	179.704	-2.24469e-005	-179.688	0.00287677	-0.0468752	+5.43198775E-02	+1.00538613E+00	1641.27	0
0.00195027	0.320314	-0.000801686	179.704	-2.2486e-005	-179.728	0.00287725	-0.132813	+5.43197451E-02	+1.00538670E+00	1641.56	0
0.00195027	0.304689	-0.00080264	179.72	-2.25065e-005	-179.728	0.00287773	0.125001	+5.43210253E-02	+1.00441898E+00	1641.88	0
0.00195027	0.304689	-0.000804428	179.743	-2.24916e-005	-179.728	0.00287725	0.070313	+5.43240820E-02	+1.00052494E+00	1642.2	0
0.00195075	0.304689	-0.000806574	179.767	-2.24506e-005	-179.743	0.00287868	0	+5.43254867E-02	+1.00052652E+00	1642.5	0
0.00195027	0.304689	-0.000808362	179.782	-2.24152e-005	-179.79	0.00287725	0.101563	+5.43270047E-02	+1.00052365E+00	1642.83	0
0.00194979	0.304689	-0.000809435	179.798	-2.23705e-005	-179.821	0.00287725	0.0156251	+5.43269876E-02	+9.96598620E-01	1643.14	0
0.00195027	0.304689	-0.000810031	179.806	-2.23351e-005	-179.813	0.00287773	0.0234376	+5.43248538E-02	+9.95617910E-01	1643.45	0
0.00195075	0.296877	-0.000810269	179.813	-2.23127e-005	-179.774	0.00287773	-0.0937505	+5.43224846E-02	+9.94168859E-01	1643.77	0
0.00195027	0.304689	-0.000810508	179.813	-2.22829e-005	-179.743	0.00287725	-0.109375	+5.43273398E-02	+9.90735849E-01	1644.08	0
0.00195051	0.304689	-0.000810388	179.813	-2.22326e-005	-179.751	0.00287773	-0.0546877	+5.43278005E-02	+9.90734306E-01	1644.39	0
