temperature	field	S1Rx-Ch1	S1Rx-Ch2	S1Ry-Ch1	S1Ry-Ch2	S2Ry-Ch1	S2Ry-Ch2	S2Rx-Ch1	S2Rx-Ch2	Time	Sweep var
+1.37214856E-01	+1.00498583E+00	0.00174595	0.515629	-0.000122243	-179.72	-1.57302e-005	-179.571	0.00245573	0.0156251	366.891	0
+1.37217211E-01	+1.00498310E+00	0.00174642	0.515629	-0.000122243	-179.72	-1.57339e-005	-179.47	0.00245596	-0.070313	367.203	0
+1.37214500E-01	+1.00498297E+00	0.00174666	0.515629	-0.000122243	-179.72	-1.57451e-005	-179.454	0.00245573	-0.00781256	367.5	0
+1.37216174E-01	+1.00498208E+00	0.00174619	0.515629	-0.000122243	-179.72	-1.57842e-005	-179.688	0.00245692	0.109375	367.813	0
+1.37217899E-01	+1.00498432E+00	0.00174666	0.515629	-0.000122243	-179.72	-1.58326e-005	-179.899	0.00245644	0.0312502	368.125	0
+1.37215854E-01	+1.00498231E+00	0.00174595	0.507816	-0.000122243	-179.72	-1.58773e-005	-179.97	0.00245644	-0.0312502	368.453	0
+1.37216718E-01	+1.00497987E+00	0.00174642	0.523441	-0.000122235	-179.72	-1.59015e-005	-179.954	0.00245573	-0.0234376	368.766	0
+1.37214829E-01	+1.00498610E+00	0.00174595	0.515629	-0.000122228	-179.728	-1.58605e-005	-179.892	0.00245644	0.070313	369.063	0
+1.37215694E-01	+1.00498652E+00	0.00174595	0.515629	-0.000122213	-179.728	-1.58047e-005	-179.485	0.00245596	0.0546877	369.391	0
+1.37214498E-01	+1.00498716E+00	0.00174642	0.515629	-0.000122213	-179.728	-1.57879e-005	-179.126	0.00245596	0	369.688	0
+1.37214057E-01	+1.00498479E+00	0.00174595	0.515629	-0.000122235	-179.72	-1.57879e-005	-178.993	0.0024562	0.0937505	370.016	0
+1.37215111E-01	+1.00498292E+00	0.00174642	0.515629	-0.000122243	-179.72	-1.57804e-005	-179.056	0.00245549	0.179688	370.313	0
+1.37211450E-01	+1.00497923E+00	0.00174619	0.515629	-0.00012225	-179.72	-1.57562e-005	-179.274	0.00245596	-0.132813	370.625	0
+1.37208862E-01	+1.00498028E+00	0.00174571	0.515629	-0.000122258	-179.72	-1.57339e-005	-179.47	0.00245596	-0.0781255	370.953	0
+1.37213180E-01	+1.00498339E+00	0.00174642	0.515629	-0.000122265	-179.72	-1.57283e-005	-179.595	0.0024562	0.0468752	371.266	0
+1.37215326E-01	+1.00498018E+00	0.00174619	0.515629	-0.000122265	-179.72	-1.57227e-005	-179.642	0.00245596	0.0234376	371.563	0
+1.37298080E-01	+1.00514485E+00	0.00174595	0.515629	-0.000122265	-179.728	-1.57097e-005	-179.649	0.00245549	0.132813	371.891	0
+1.37308929E-01	+1.00516080E+00	0.00177575	0.718754	-0.000122682	-179.556	-1.76245e-005	-173.845	0.00245573	-0.070313	372.188	0
+1.37305918E-01	+1.00515975E+00	0.0017438	-0.226563	-0.000124567	-178.923	-2.43337e-005	-163.509	0.0024562	0.0625005	372.5	0
+1.37336655E-01	+1.00521671E+00	0.00174762	1.06251	-0.000125603	-178.603	-2.76548e-005	-160.915	0.00245573	0.0156251	372.828	0
+1.37400121E-01	+1.00533164E+00	0.00175763	0.695316	-0.00012532	-178.704	-2.64404e-005	-162.228	0.0024562	0.101563	373.125	0
+1.37398376E-01	+1.00533411E+00	0.00173736	0.562504	-0.000124433	-178.993	-2.32105e-005	-165.61	0.00245573	0.0234376	373.453	0
+1.37398406E-01	+1.00533273E+00	0.00174642	0.718754	-0.000123636	-179.251	-2.03477e-005	-169.438	0.00245596	0.0312502	373.75	0
+1.37396101E-01	+1.00533404E+00	0.00174809	0.359377	-0.00012304	-179.438	-1.82335e-005	-173.157	0.00245596	0.0546877	374.078	0
+1.37399130E-01	+1.00533378E+00	0.00174404	0.601566	-0.000122667	-179.563	-1.69819e-005	-175.884	0.00245596	-0.0234376	374.391	0
+1.37397358E-01	+1.00533029E+00	0.00174762	0.585941	-0.000122444	-179.642	-1.62983e-005	-177.587	0.00245644	0.070313	374.688	0
+1.37396027E-01	+1.00533180E+00	0.00174523	0.468752	-0.00012231	-179.681	-1.58959e-005	-178.571	0.00245644	0.070313	375.016	0
+1.37398100E-01	+1.00533125E+00	0.00174571	0.562504	-0.000122243	-179.704	-1.5691e-005	-179.11	0.00245525	-0.0546877	375.313	0
