S1Rx-Ch1	S1Rx-Ch2	S1Ry-Ch1	S1Ry-Ch2	S2Ry-Ch1	S2Ry-Ch2	S2Rx-Ch1	S2Rx-Ch2	temperature	field	Time	Sweep var
0.00205494	0.429689	-0.000795845	179.868	4.72183e-006	2.57814	0.00295545	0.0468752	+1.93003214E+00	-9.93006568E-01	229.657	0
0.00205471	0.414064	-0.000796322	179.884	4.7237e-006	2.42189	0.0029545	0.085938	+1.93002793E+00	-9.93004432E-01	229.954	0
0.00205638	0.406252	-0.000796799	179.884	4.72742e-006	2.35939	0.00295497	0.140626	+1.93003413E+00	-9.93002525E-01	230.266	0
0.00205542	0.421877	-0.000797037	179.884	4.73487e-006	2.25002	0.0029545	0.070313	+1.93003043E+00	-9.93002192E-01	230.594	0
0.00205518	0.429689	-0.000797037	179.884	4.74232e-006	2.04689	0.00295497	-0.0312502	+1.93002712E+00	-9.93003253E-01	230.891	0
0.00205494	0.414064	-0.00079656	179.868	4.74791e-006	1.84376	0.0029545	0	+1.93002542E+00	-9.93003623E-01	231.204	0
0.00205471	0.414064	-0.000796322	179.868	4.74791e-006	1.84376	0.0029545	-0.0546877	+1.93002928E+00	-9.93000556E-01	231.516	0
0.00205494	0.421877	-0.00079656	179.868	4.74419e-006	1.76563	0.00295497	0.148438	+1.93003548E+00	-9.92984626E-01	231.829	0
0.00205494	0.421877	-0.000796799	179.868	4.74232e-006	1.54688	0.00295545	0.070313	+1.93012714E+00	-9.92819840E-01	232.141	0
0.00205709	0.460939	-0.000796799	179.884	5.80589e-006	0.156251	0.00291158	-0.0625005	+1.93012390E+00	-9.92825576E-01	232.454	0
0.00205494	0.359377	-0.000796799	179.907	8.69116e-006	-3.21877	0.00291158	-0.0312502	+1.93012503E+00	-9.92823020E-01	232.766	0
0.00205423	0.445314	-0.000796799	179.907	9.90374e-006	-4.34378	0.00291111	0.0546877	+1.93020003E+00	-9.92673484E-01	233.079	0
0.00205566	0.421877	-0.000796799	179.907	9.23319e-006	-4.16409	0.0029092	0.164063	+1.93021535E+00	-9.92658319E-01	233.407	0
0.00205423	0.406252	-0.000796799	179.892	7.92748e-006	-3.35158	0.00291063	-0.0312502	+1.93021773E+00	-9.92657251E-01	233.704	0
0.00205494	0.437502	-0.000796799	179.884	6.70928e-006	-2.10939	0.00291063	-0.0234376	+1.93021529E+00	-9.92656282E-01	234.016	0
0.00205542	0.421877	-0.000796799	179.884	5.85246e-006	-0.882816	0.00291063	0	+1.93021500E+00	-9.92653708E-01	234.344	0
0.00205447	0.421877	-0.000797037	179.884	5.32533e-006	0.195313	0.00291158	-0.0625005	+1.93021506E+00	-9.92655059E-01	234.641	0
0.00205542	0.421877	-0.000797037	179.884	5.02358e-006	0.984379	0.00291158	0.0546877	+1.93021762E+00	-9.92655427E-01	234.954	0
0.0020559	0.414064	-0.000796799	179.884	4.8634e-006	1.66407	0.00291206	0.0468752	+1.93021552E+00	-9.92653613E-01	235.266	0
0.00205518	0.421877	-0.000796083	179.884	4.7833e-006	2.27345	0.00291206	0.0390627	+1.93021636E+00	-9.92653292E-01	235.579	0
0.00205494	0.429689	-0.000795368	179.884	4.74791e-006	2.54689	0.00291254	0.0390627	+1.93021655E+00	-9.92653150E-01	235.891	0
0.00205518	0.414064	-0.000795368	179.884	4.73301e-006	2.53127	0.00291158	0.0781255	+1.93021456E+00	-9.92655396E-01	236.219	0
0.00205542	0.414064	-0.000795607	179.884	4.74232e-006	2.25002	0.00291158	0.101563	+1.93019945E+00	-9.92694842E-01	236.532	0
0.00205566	0.429689	-0.000795368	179.892	4.74232e-006	0.796879	0.00291301	-0.101563	+1.93014438E+00	-9.92779794E-01	236.844	0
0.00205518	0.421877	-0.000795368	179.907	4.74605e-006	-0.789066	0.00291158	-0.0234376	+1.93020433E+00	-9.92677443E-01	237.157	0
0.00205494	0.414064	-0.000795368	179.907	4.74977e-006	-0.851566	0.00291158	0.0546877	+1.93021792E+00	-9.92646786E-01	237.454	0
0.00205494	0.414064	-0.000795368	179.907	4.76095e-006	0	0.00291158	-0.132813	+1.93021650E+00	-9.92653372E-01	237.766	0
0.00205494	0.429689	-0.000795845	179.892	4.77958e-006	0.835941	0.00291254	0.0390627	+1.93020962E+00	-9.92655106E-01	238.094	0
0.00205494	0.421877	-0.000796322	179.884	4.7684e-006	1.4922	0.00291254	0.0468752	+1.93021144E+00	-9.92652039E-01	238.391	0
0.00205566	0.414064	-0.000796322	179.884	4.73674e-006	2.07033	0.00291301	0.132813	+1.93021076E+00	-9.92650107E-01	238.719	0
0.00205542	0.414064	-0.000796322	179.884	4.70507e-006	2.26564	0.00291158	0.101563	+1.93021155E+00	-9.92651360E-01	239.016	0
0.00205518	0.429689	-0.000795845	179.884	4.69576e-006	2.29689	0.00291206	0.0625005	+1.93021610E+00	-9.92651983E-01	239.344	0
0.00205447	0.414064	-0.000795607	179.884	4.70693e-006	2.32033	0.00291158	-0.0546877	+1.93021388E+00	-9.92651357E-01	239.641	0
0.00205471	0.414064	-0.000795845	179.884	4.71997e-006	2.39845	0.00291254	0.0468752	+1.93021115E+00	-9.92655276E-01	239.954	0
