S1Rx-Ch1	S1Rx-Ch2	S1Ry-Ch1	S1Ry-Ch2	S2Ry-Ch1	S2Ry-Ch2	S2Rx-Ch1	S2Rx-Ch2	temperature	field	Time	Sweep var
0.00199129	0.304689	-0.000411155	179.368	-1.08239e-005	-179.978	0.00283481	0.148438	+5.41222121E-02	+6.29686363E-03	310.078	0
0.001992	0.312502	-0.000410797	179.368	-1.07978e-005	-179.931	0.00283386	-0.00781256	+5.41193620E-02	+6.29764760E-03	310.391	0
0.00199224	0.304689	-0.00041032	179.353	-1.07661e-005	-179.931	0.00283386	-0.0390627	+5.41175278E-02	+6.29425968E-03	310.719	0
0.00199224	0.328127	-0.000409963	179.329	-1.07401e-005	-179.923	0.00283386	0.00781256	+5.41210230E-02	+6.29144579E-03	311.031	0
0.00199176	0.312502	-0.000409724	179.321	-1.07308e-005	-179.907	0.00283386	0.0468752	+5.41192877E-02	+6.29412756E-03	311.328	0
0.00199248	0.304689	-0.000409724	179.329	-1.07065e-005	-179.954	0.00283386	-0.0234376	+5.41227404E-02	+6.29235377E-03	311.656	0
0.00199319	0.335939	-0.000409963	179.329	-1.06563e-005	-179.993	0.00283481	0.0234376	+5.41202986E-02	+6.29524300E-03	311.953	0
0.00199081	0.335939	-0.000409963	179.337	-1.05985e-005	179.899	0.00283338	0.070313	+5.41209406E-02	+6.29631796E-03	312.281	0
0.00199248	0.312502	-0.000410201	179.337	-1.05482e-005	179.72	0.0028329	0.101563	+5.41208703E-02	+6.29831621E-03	312.594	0
0.00199176	0.335939	-0.000410797	179.337	-1.05203e-005	179.618	0.00283386	0.0234376	+5.41198772E-02	+6.29829786E-03	312.906	0
0.00199486	0.351564	-0.000411035	179.353	-1.05147e-005	179.72	0.00283386	-0.070313	+5.41210345E-02	+6.29616650E-03	313.219	0
0.00199439	0.359377	-0.000411274	179.36	-1.05147e-005	-179.993	0.00283386	0.101563	+5.41219047E-02	+6.30091610E-03	313.516	0
0.00199534	0.304689	-0.000410916	179.353	-1.05352e-005	-179.821	0.00283386	-0.0390627	+5.41201543E-02	+6.29977424E-03	313.844	0
0.00199391	0.304689	-0.000409963	179.353	-1.05668e-005	-179.907	0.00283481	0	+5.41193634E-02	+6.30066198E-03	314.141	0
0.0019951	0.335939	-0.000409009	179.337	-1.05948e-005	179.954	0.00283386	-0.0625005	+5.41200236E-02	+6.30008234E-03	314.469	0
0.00199439	0.328127	-0.000408651	179.329	-1.06097e-005	179.813	0.00283386	0.0468752	+5.41206326E-02	+6.29688333E-03	314.781	0
0.00199439	0.312502	-0.000408413	179.321	-1.06041e-005	179.696	0.00283481	0.125001	+5.41210794E-02	+6.30132872E-03	315.094	0
0.00199439	0.320314	-0.000408174	179.306	-1.05501e-005	179.735	0.00283386	-0.0546877	+5.41207035E-02	+6.30096138E-03	315.391	0
0.00198294	0.421877	-0.000407698	179.329	-1.04793e-005	179.79	0.00283386	-0.125001	+5.41180952E-02	+6.29997862E-03	315.703	0
0.00199462	0.335939	-0.000407459	179.329	-1.04178e-005	179.767	0.00283433	-0.0468752	+5.41158740E-02	+6.30068814E-03	316.031	0
0.00199462	0.335939	-0.00040734	179.329	-1.03843e-005	179.688	0.00283338	0.0468752	+5.41201640E-02	+6.30303933E-03	316.328	0
0.00199534	0.335939	-0.000407102	179.329	-1.04085e-005	179.712	0.00283433	0.125001	+5.41211051E-02	+6.29955696E-03	316.656	0
0.00199343	0.312502	-0.000407221	179.306	-1.04346e-005	179.813	0.00283433	-0.0312502	+5.41225181E-02	+6.30147862E-03	316.953	0
0.0019951	0.328127	-0.000407221	179.298	-1.04439e-005	179.907	0.00283338	0.148438	+5.41177282E-02	+6.29583621E-03	317.281	0
0.00199534	0.312502	-0.000407221	179.306	-1.04681e-005	-179.993	0.00283386	0.00781256	+5.41201946E-02	+6.29737437E-03	317.594	0
0.0019951	0.359377	-0.000407102	179.298	-1.04998e-005	-179.931	0.00283386	-0.0390627	+5.41193328E-02	+6.29114410E-03	317.891	0
0.00199486	0.335939	-0.000407221	179.298	-1.05221e-005	-179.845	0.00283386	-0.0234376	+5.41168552E-02	+6.29333731E-03	318.219	0
0.00199296	0.367189	-0.00040734	179.298	-1.05035e-005	-179.853	0.00283433	0	+5.41198796E-02	+6.29391976E-03	318.516	0
0.00199415	0.312502	-0.000407698	179.298	-1.04644e-005	-179.931	0.00283481	0.0234376	+5.41169546E-02	+6.29637384E-03	318.844	0
0.00199462	0.312502	-0.000408055	179.298	-1.04216e-005	179.923	0.00283624	0.0546877	+5.41191049E-02	+6.29494468E-03	319.141	0
0.00199462	0.312502	-0.000408055	179.306	-1.03675e-005	179.767	0.00283529	0	+5.41171138E-02	+6.29068083E-03	319.453	0
0.00199415	0.351564	-0.000407817	179.306	-1.03079e-005	179.618	0.00283433	0.101563	+5.41165122E-02	+6.29116603E-03	319.781	0
0.0019951	0.351564	-0.00040734	179.29	-1.02372e-005	179.548	0.00283481	-0.070313	+5.41164491E-02	+6.29318240E-03	320.094	0
0.00199439	0.312502	-0.000407102	179.267	-1.01813e-005	179.642	0.00283386	0.0468752	+5.41179051E-02	+6.29635379E-03	320.391	0
0.00199343	0.312502	-0.000407102	179.259	-1.01552e-005	179.735	0.00283386	-0.0468752	+5.41183441E-02	+6.29951625E-03	320.719	0
0.00199391	0.312502	-0.000407578	179.274	-1.0144e-005	179.829	0.00283433	-0.109375	+5.41203526E-02	+6.29781161E-03	321.031	0
0.00199343	0.312502	-0.000408294	179.274	-1.01347e-005	179.892	0.00283386	-0.132813	+5.41212663E-02	+6.29803818E-03	321.344	0
0.0019951	0.320314	-0.000408413	179.274	-1.01291e-005	179.868	0.00283433	-0.117188	+5.41209412E-02	+6.30212493E-03	321.656	0
0.00199415	0.335939	-0.000408294	179.29	-1.01422e-005	179.813	0.00283338	0.125001	+5.41210596E-02	+6.30244034E-03	321.969	0
0.00199415	0.335939	-0.000407936	179.29	-1.01906e-005	179.806	0.00283386	-0.0781255	+5.41160389E-02	+6.30001550E-03	322.281	0
0.00199439	0.328127	-0.000407578	179.298	-1.02651e-005	179.868	0.00283386	0.085938	+5.41157088E-02	+6.29870416E-03	322.594	0
0.00199367	0.335939	-0.000407578	179.298	-1.03266e-005	179.962	0.00283338	-0.0546877	+5.41169264E-02	+6.30074845E-03	322.906	0
0.00199415	0.343752	-0.000407578	179.298	-1.0375e-005	179.978	0.0028329	0.0312502	+5.41166315E-02	+6.29857773E-03	323.203	0
0.00199272	0.335939	-0.000407578	179.298	-1.0442e-005	179.962	0.00283386	0.085938	+5.41175882E-02	+6.29694056E-03	323.531	0
0.00199462	0.335939	-0.000407459	179.29	-1.05017e-005	179.962	0.0028329	0.218751	+5.41173866E-02	+6.29988545E-03	323.844	0
0.00199248	0.312502	-0.00040734	179.29	-1.05501e-005	179.993	0.0028329	-0.0156251	+5.41170325E-02	+6.29763434E-03	324.156	0
0.00199391	0.312502	-0.000407698	179.298	-1.05911e-005	179.985	0.0028329	0.0156251	+5.41143806E-02	+6.29627377E-03	324.469	0
0.0019951	0.335939	-0.000408174	179.298	-1.06097e-005	-179.978	0.00283338	0.085938	+5.41129000E-02	+6.29367689E-03	324.766	0
