temperature	field	S1Rx-Ch1	S1Rx-Ch2	S1Ry-Ch1	S1Ry-Ch2	S2Ry-Ch1	S2Ry-Ch2	S2Rx-Ch1	S2Rx-Ch2	Time	Sweep var
+1.07026793E+00	-9.93003232E-01	0.00174309	0.515629	-9.32147e-005	-179.798	2.26685e-006	2.81252	0.00243141	0.148438	15.218	0
+1.07026441E+00	-9.93002719E-01	0.00174285	0.523441	-9.32147e-005	-179.798	2.26313e-006	2.8672	0.00243141	-0.0312502	15.515	0
+1.07026545E+00	-9.93002942E-01	0.00174309	0.523441	-9.32221e-005	-179.798	2.24636e-006	2.67189	0.00243188	-0.0625005	15.843	0
+1.07026614E+00	-9.93004837E-01	0.00174285	0.523441	-9.32221e-005	-179.806	2.22774e-006	2.43752	0.00243141	0.117188	16.156	0
+1.07026597E+00	-9.93004972E-01	0.00174285	0.523441	-9.32072e-005	-179.806	2.20911e-006	2.96877	0.00243141	0	16.453	0
+1.07026540E+00	-9.93007910E-01	0.00174309	0.515629	-9.31923e-005	-179.798	2.19049e-006	3.47658	0.00243236	0.070313	16.781	0
+1.07026483E+00	-9.93002028E-01	0.00174309	0.523441	-9.31849e-005	-179.79	2.18862e-006	3.1797	0.00243141	0.0234376	17.093	0
+1.07026415E+00	-9.93001251E-01	0.00174309	0.523441	-9.31774e-005	-179.79	2.1998e-006	2.68752	0.00243165	-0.0546877	17.406	0
+1.07035996E+00	-9.92822810E-01	0.00180245	0.789066	-9.34158e-005	-179.868	1.49571e-006	18.7579	0.00243117	0	17.703	0
+1.07035819E+00	-9.92824575E-01	0.00169993	0.671879	-9.95924e-005	176.946	-9.61503e-006	133.212	0.00243093	0.0156251	18.031	0
+1.07035700E+00	-9.92823026E-01	0.00176025	1.35157	-0.000105195	174.087	-1.84366e-005	134.47	0.00243141	-0.0234376	18.343	0
+1.07044622E+00	-9.92660686E-01	0.00173879	-0.218751	-0.000105493	173.806	-1.83788e-005	133.845	0.00243093	-0.0234376	18.656	0
+1.07044457E+00	-9.92653174E-01	0.00173951	1.0547	-0.00010264	175.071	-1.34167e-005	132.423	0.00243093	-0.0937505	18.968	0
+1.07044463E+00	-9.92654099E-01	0.00175572	0.562504	-9.9421e-005	176.665	-8.05227e-006	129.673	0.00243117	-0.070313	19.281	0
+1.07044605E+00	-9.92655180E-01	0.00173736	0.320314	-9.68282e-005	178.056	-3.80167e-006	123.594	0.00243117	0.0625005	19.593	0
+1.07044548E+00	-9.92655044E-01	0.0017407	0.718754	-9.51593e-005	178.985	-1.11014e-006	109.118	0.00243093	0	19.89	0
+1.07044593E+00	-9.92654550E-01	0.00174809	0.476564	-9.41833e-005	179.556	4.91742e-007	73.7192	0.00243093	0.0234376	20.203	0
+1.07044169E+00	-9.92653624E-01	0.00174046	0.468752	-9.36543e-005	179.868	1.32994e-006	32.8831	0.00243117	0.0234376	20.531	0
+1.07044420E+00	-9.92654143E-01	0.00174571	0.570316	-9.33786e-005	-179.954	1.75089e-006	14.2969	0.00243093	-0.0312502	20.843	0
+1.07044721E+00	-9.92656673E-01	0.00174475	0.476564	-9.32445e-005	-179.876	1.97256e-006	7.97659	0.00243093	0.0234376	21.14	0
+1.07044812E+00	-9.92658287E-01	0.00174261	0.546879	-9.31774e-005	-179.837	2.08431e-006	4.97659	0.00243093	-0.0390627	21.468	0
+1.07044613E+00	-9.92655337E-01	0.0017438	0.546879	-9.31551e-005	-179.821	2.11598e-006	3.78127	0.00243093	0.156251	21.765	0
+1.07044937E+00	-9.92674446E-01	0.00174309	0.507816	-9.31402e-005	-179.813	2.13461e-006	3.21095	0.00243117	0.0546877	22.093	0
+1.07038152E+00	-9.92787734E-01	0.00174309	0.531254	-9.30135e-005	-179.884	2.21656e-006	4.25003	0.00243093	0.085938	22.406	0
+1.07041903E+00	-9.92708324E-01	0.0017438	0.515629	-9.29018e-005	-179.954	2.29293e-006	4.77347	0.00243093	0.0390627	22.703	0
+1.07045483E+00	-9.92646937E-01	0.00174332	0.515629	-9.29018e-005	-179.954	2.30969e-006	4.28909	0.00243093	0.0468752	23.031	0
+1.07045040E+00	-9.92654769E-01	0.00174356	0.531254	-9.29539e-005	-179.915	2.27244e-006	3.51564	0.00243117	0.070313	23.343	0
+1.07044966E+00	-9.92658323E-01	0.0017438	0.515629	-9.3021e-005	-179.876	2.19049e-006	3.04689	0.00243117	0	23.64	0
+1.07045108E+00	-9.92657948E-01	0.00174332	0.515629	-9.30657e-005	-179.837	2.12343e-006	2.60158	0.00243093	0.101563	23.953	0
+1.07045040E+00	-9.92655905E-01	0.00174356	0.515629	-9.31029e-005	-179.813	2.09549e-006	2.32033	0.00243141	-0.085938	24.265	0
+1.07044875E+00	-9.92658787E-01	0.00174356	0.523441	-9.31178e-005	-179.798	2.08804e-006	2.32033	0.00243141	-0.0234376	24.593	0
+1.07044858E+00	-9.92654349E-01	0.00174332	0.515629	-9.31327e-005	-179.79	2.09549e-006	2.09377	0.00243117	0	24.89	0
+1.07045011E+00	-9.92655454E-01	0.00174356	0.515629	-9.31253e-005	-179.79	2.10853e-006	1.71095	0.00243141	-0.0781255	25.203	0
+1.07044781E+00	-9.92654763E-01	0.0017438	0.515629	-9.31178e-005	-179.782	2.11598e-006	1.71095	0.00243093	-0.132813	25.515	0
+1.07044849E+00	-9.92655763E-01	0.00174356	0.523441	-9.31253e-005	-179.782	2.11225e-006	1.89063	0.00243093	-0.0234376	25.843	0
+1.07044861E+00	-9.92657096E-01	0.0017438	0.515629	-9.31327e-005	-179.782	2.10294e-006	1.94532	0.00243117	-0.0312502	26.156	0
+1.07044701E+00	-9.92653998E-01	0.00174332	0.515629	-9.31327e-005	-179.782	2.09735e-006	2.03908	0.00243093	0	26.453	0
+1.07044684E+00	-9.92654300E-01	0.0017438	0.515629	-9.31178e-005	-179.79	2.07686e-006	2.19533	0.00243141	0.085938	26.765	0
+1.07044787E+00	-9.92655139E-01	0.0017438	0.515629	-9.31104e-005	-179.79	2.06755e-006	2.39845	0.00243141	0.148438	27.078	0
+1.07044895E+00	-9.92656547E-01	0.00174332	0.515629	-9.31104e-005	-179.79	2.10108e-006	2.39845	0.00243117	0.0468752	27.39	0
+1.07045048E+00	-9.92654781E-01	0.00174356	0.515629	-9.31178e-005	-179.79	2.14951e-006	2.70314	0.00243093	0	27.703	0
+1.07044690E+00	-9.92654386E-01	0.0017438	0.515629	-9.31178e-005	-179.79	2.1849e-006	2.96877	0.00243141	0	28.015	0
+1.07044588E+00	-9.92653072E-01	0.0017438	0.515629	-9.31253e-005	-179.79	2.1998e-006	2.29689	0.00243117	0.0546877	28.328	0
+1.07044650E+00	-9.92653164E-01	0.00174356	0.515629	-9.31327e-005	-179.79	2.1849e-006	0.742191	0.00243165	-0.0468752	28.64	0
+1.07044565E+00	-9.92656615E-01	0.0017438	0.515629	-9.31402e-005	-179.79	2.15882e-006	-0.578129	0.00243141	0	28.968	0
+1.07044224E+00	-9.92661219E-01	0.00174332	0.515629	-9.31476e-005	-179.782	2.14951e-006	-0.718754	0.00243141	-0.109375	29.281	0
+1.07044281E+00	-9.92661855E-01	0.00174332	0.523441	-9.31551e-005	-179.782	2.13647e-006	0	0.00243212	0.0156251	29.578	0
+1.07044366E+00	-9.92658040E-01	0.00174356	0.523441	-9.31551e-005	-179.782	2.13274e-006	1.78126	0.00243117	-0.0546877	29.89	0
+1.07044446E+00	-9.92656485E-01	0.00174356	0.515629	-9.31625e-005	-179.798	2.13833e-006	3.7422	0.00243093	-0.0234376	30.203	0
+1.07044321E+00	-9.92656436E-01	0.0017438	0.523441	-9.317e-005	-179.798	2.13833e-006	4.75784	0.00243117	0.101563	30.531	0
+1.07044559E+00	-9.92657725E-01	0.00174332	0.515629	-9.317e-005	-179.798	2.14206e-006	4.39847	0.00243117	0.0312502	30.828	0
+1.07044332E+00	-9.92658419E-01	0.00174332	0.523441	-9.31625e-005	-179.798	2.14392e-006	3.59377	0.00243141	-0.0312502	31.14	0
+1.07044383E+00	-9.92658454E-01	0.0017438	0.515629	-9.317e-005	-179.79	2.13088e-006	3.1797	0.00243141	0.0156251	31.453	0
+1.07044429E+00	-9.92656120E-01	0.00174356	0.523441	-9.31774e-005	-179.798	2.12716e-006	3.31252	0.00243141	0.0390627	31.781	0
+1.07044321E+00	-9.92659688E-01	0.0017438	0.523441	-9.31849e-005	-179.798	2.13088e-006	4.46878	0.00243117	0.070313	32.078	0
+1.07044792E+00	-9.92658312E-01	0.0017438	0.515629	-9.31849e-005	-179.798	2.13088e-006	5.44534	0.00243093	0.0468752	32.406	0
+1.07044413E+00	-9.92656318E-01	0.0017438	0.515629	-9.31849e-005	-179.806	2.14764e-006	4.82816	0.00243117	0.0468752	32.703	0
+1.07044437E+00	-9.92656336E-01	0.0017438	0.515629	-9.31774e-005	-179.806	2.16813e-006	3.77345	0.00243165	-0.0546877	33.015	0
+1.07044772E+00	-9.92663150E-01	0.00174332	0.515629	-9.31774e-005	-179.798	2.20352e-006	2.28908	0.00243093	0.0234376	33.328	0
+1.07044625E+00	-9.92658031E-01	0.00174356	0.515629	-9.317e-005	-179.798	2.23146e-006	1.28126	0.00243165	0	33.64	0
+1.07044920E+00	-9.92656916E-01	0.0017438	0.515629	-9.317e-005	-179.798	2.22401e-006	1.57813	0.00243141	0.0234376	33.968	0
+1.07044789E+00	-9.92656669E-01	0.0017438	0.515629	-9.317e-005	-179.798	2.20352e-006	2.16408	0.00243093	0.0390627	34.265	0
+1.07044579E+00	-9.92659360E-01	0.00174332	0.515629	-9.31774e-005	-179.79	2.18676e-006	2.21877	0.00243093	-0.109375	34.593	0
+1.07044136E+00	-9.92659836E-01	0.00174356	0.515629	-9.317e-005	-179.79	2.1849e-006	2.09377	0.00243093	-0.0390627	34.89	0
+1.07044130E+00	-9.92660879E-01	0.00174356	0.515629	-9.317e-005	-179.798	2.1849e-006	2.09377	0.00243117	-0.0546877	35.218	0
+1.07044221E+00	-9.92658817E-01	0.00174332	0.515629	-9.317e-005	-179.782	2.18676e-006	1.87501	0.00243093	-0.00781256	35.531	0
+1.07044272E+00	-9.92658089E-01	0.00174356	0.515629	-9.317e-005	-179.782	2.1849e-006	1.43751	0.00243141	-0.0312502	35.828	0
+1.07044517E+00	-9.92660268E-01	0.00174356	0.515629	-9.31774e-005	-179.782	2.17186e-006	1.44532	0.00243141	-0.109375	36.156	0
+1.07044522E+00	-9.92659459E-01	0.0017438	0.515629	-9.31774e-005	-179.79	2.15323e-006	1.85938	0.00243117	-0.0468752	36.468	0
+1.07044573E+00	-9.92660083E-01	0.00174356	0.515629	-9.31774e-005	-179.79	2.15882e-006	2.16408	0.00243141	0.101563	36.765	0
+1.07044335E+00	-9.92659373E-01	0.00174356	0.515629	-9.31774e-005	-179.798	2.1849e-006	2.3047	0.00243141	0.0468752	37.093	0
+1.07044613E+00	-9.92658589E-01	0.00174332	0.515629	-9.31774e-005	-179.798	2.20352e-006	2.59377	0.00243141	-0.0468752	37.39	0
+1.07044761E+00	-9.92658336E-01	0.0017438	0.515629	-9.31774e-005	-179.798	2.2147e-006	3.01564	0.00243141	0.101563	37.703	0
