S1Rx-Ch1	S1Rx-Ch2	S1Ry-Ch1	S1Ry-Ch2	S2Ry-Ch1	S2Ry-Ch2	S2Rx-Ch1	S2Rx-Ch2	temperature	field	Time	Sweep var
0.0019312	0.421877	-0.000885729	179.696	-1.76058e-005	-179.821	0.0028329	0.0390627	+2.00700105E-01	+1.00499094E+00	318.469	0
0.00193144	0.429689	-0.000885848	179.704	-1.76058e-005	-179.751	0.00283243	0.0468752	+2.00700394E-01	+1.00499065E+00	318.797	0
0.00193144	0.421877	-0.000885967	179.712	-1.75947e-005	-179.712	0.00283338	-0.070313	+2.00702454E-01	+1.00499355E+00	319.109	0
0.00193096	0.421877	-0.000885967	179.72	-1.75723e-005	-179.704	0.00283243	-0.0234376	+2.00702479E-01	+1.00499257E+00	319.406	0
0.00193096	0.406252	-0.000885967	179.712	-1.75667e-005	-179.743	0.00283243	-0.0468752	+2.00698548E-01	+1.00498808E+00	319.719	0
0.00193144	0.414064	-0.000885967	179.712	-1.75704e-005	-179.829	0.0028329	-0.0546877	+2.00697811E-01	+1.00498540E+00	320.047	0
0.00193144	0.421877	-0.000885848	179.704	-1.75593e-005	-179.923	0.0028329	-0.0468752	+2.00699277E-01	+1.00498726E+00	320.359	0
0.0019312	0.421877	-0.000885729	179.696	-1.75444e-005	-179.978	0.0028329	0.085938	+2.00699044E-01	+1.00498668E+00	320.656	0
0.00193096	0.406252	-0.000885729	179.696	-1.75332e-005	-179.97	0.0028329	-0.148438	+2.00714817E-01	+1.00502809E+00	320.969	0
0.00193144	0.406252	-0.000885848	179.696	-1.75295e-005	-179.954	0.00280191	0.0546877	+2.00794198E-01	+1.00516475E+00	321.297	0
0.00195791	0.632816	-0.000884894	179.79	-1.44337e-005	-160.017	0.00280191	0.0312502	+2.00794560E-01	+1.00517073E+00	321.594	0
0.00191069	-0.179688	-0.000883106	-179.954	-9.39338e-006	-121.493	0.00280239	0.0312502	+2.00790696E-01	+1.00516770E+00	321.906	0
