temperature	field	S1Rx-Ch1	S1Rx-Ch2	S1Ry-Ch1	S1Ry-Ch2	S2Ry-Ch1	S2Ry-Ch2	S2Rx-Ch1	S2Rx-Ch2	Time	Sweep var
+5.37777970E-01	+1.00493577E+00	0.00173093	0.515629	-0.000122861	-179.72	-1.17701e-005	-179.978	0.00241973	0.0625005	430.078	0
+5.37774946E-01	+1.00493993E+00	0.00173093	0.523441	-0.000122854	-179.72	-1.17794e-005	179.985	0.00241925	-0.070313	430.406	0
+5.37776461E-01	+1.00494019E+00	0.00173093	0.515629	-0.000122839	-179.72	-1.18018e-005	179.985	0.00241925	0	430.703	0
+5.37777706E-01	+1.00494018E+00	0.00173116	0.515629	-0.000122824	-179.72	-1.18055e-005	179.907	0.00241973	-0.109375	431.016	0
+5.37777344E-01	+1.00494340E+00	0.00173093	0.507816	-0.000122816	-179.72	-1.17962e-005	179.837	0.00241996	0	431.328	0
+5.37777283E-01	+1.00493814E+00	0.00173093	0.523441	-0.000122824	-179.72	-1.17887e-005	179.899	0.00241949	0.0234376	431.656	0
+5.37777169E-01	+1.00493947E+00	0.00173093	0.515629	-0.000122839	-179.72	-1.18018e-005	-179.884	0.00241925	-0.085938	431.969	0
+5.37778846E-01	+1.00493851E+00	0.00173093	0.515629	-0.000122861	-179.728	-1.18092e-005	-179.72	0.00241949	0.070313	432.266	0
+5.37780159E-01	+1.00494253E+00	0.00173116	0.523441	-0.000122876	-179.728	-1.18316e-005	-179.665	0.00241973	0.101563	432.594	0
+5.37775234E-01	+1.00494028E+00	0.00173116	0.515629	-0.000122883	-179.728	-1.18465e-005	-179.618	0.00241949	-0.0468752	432.891	0
+5.37778074E-01	+1.00493863E+00	0.00173093	0.515629	-0.000122891	-179.72	-1.18316e-005	-179.626	0.00241925	0.0234376	433.203	0
+5.37777350E-01	+1.00493993E+00	0.00173093	0.515629	-0.000122883	-179.72	-1.17943e-005	-179.673	0.00241973	0.0468752	433.531	0
+5.37779515E-01	+1.00493908E+00	0.00173116	0.515629	-0.000122876	-179.72	-1.17776e-005	-179.634	0.00241973	-0.0312502	433.828	0
+5.37780048E-01	+1.00495593E+00	0.00173093	0.523441	-0.000122868	-179.72	-1.1813e-005	-179.603	0.00241973	-0.0312502	434.141	0
+5.37876134E-01	+1.00512258E+00	0.00157858	3.32814	-0.000122861	-179.72	-1.18875e-005	-179.618	0.00241973	-0.00781256	434.453	0
+5.37873031E-01	+1.00511776E+00	0.00172759	0.523441	-0.000122824	-179.759	-1.35862e-005	174.517	0.00241973	0.0234376	434.781	0
+5.37874276E-01	+1.00512331E+00	0.00173093	0.601566	-0.000122779	-179.798	-1.53967e-005	169.001	0.00241973	-0.0468752	435.078	0
+5.37950265E-01	+1.00527101E+00	0.00173045	0.476564	-0.000122772	-179.806	-1.56743e-005	167.962	0.00241949	0.0468752	435.406	0
+5.37958005E-01	+1.00528534E+00	0.00172973	0.546879	-0.000122801	-179.79	-1.48658e-005	169.642	0.00241949	0.0234376	435.703	0
+5.37957416E-01	+1.00528751E+00	0.00173212	0.523441	-0.000122824	-179.774	-1.38358e-005	172.368	0.00241973	-0.0468752	436.016	0
+5.37956509E-01	+1.00528559E+00	0.00173045	0.507816	-0.000122854	-179.751	-1.29864e-005	175.079	0.00241949	0.0937505	436.344	0
+5.37956962E-01	+1.00529018E+00	0.00173093	0.539066	-0.000122876	-179.743	-1.24518e-005	177.095	0.00241973	0.101563	436.656	0
+5.37954975E-01	+1.00528992E+00	0.00173116	0.507816	-0.000122891	-179.728	-1.21669e-005	178.462	0.00241925	0.226563	436.953	0
+5.37956514E-01	+1.00529079E+00	0.00173069	0.515629	-0.000122913	-179.72	-1.20253e-005	179.376	0.00241949	0.101563	437.266	0
+5.37958936E-01	+1.00529021E+00	0.00173116	0.523441	-0.000122921	-179.72	-1.19601e-005	179.899	0.00241949	0.0937505	437.578	0
+5.37958550E-01	+1.00529101E+00	0.00173093	0.515629	-0.000122921	-179.72	-1.19247e-005	-179.782	0.00241973	0.00781256	437.891	0
+5.37962775E-01	+1.00528683E+00	0.00173093	0.515629	-0.000122913	-179.72	-1.19098e-005	-179.657	0.00241925	0.0312502	438.203	0
+5.37960383E-01	+1.00528692E+00	0.00173116	0.515629	-0.000122913	-179.72	-1.19266e-005	-179.642	0.00241973	0.00781256	438.531	0
+5.37959653E-01	+1.00528677E+00	0.00173093	0.515629	-0.000122913	-179.712	-1.19545e-005	-179.657	0.00241973	0.0468752	438.828	0
+5.37897198E-01	+1.00515960E+00	0.00173069	0.523441	-0.00012304	-179.673	-1.20663e-005	-179.501	0.00241973	0.0546877	439.141	0
+5.37928880E-01	+1.00522167E+00	0.00173093	0.515629	-0.000123196	-179.626	-1.21706e-005	-179.267	0.00241925	0	439.453	0
+5.37967638E-01	+1.00529571E+00	0.00173093	0.523441	-0.000123234	-179.618	-1.2178e-005	-179.267	0.00241949	0	439.781	0
+5.37962413E-01	+1.00652849E+00	0.00173045	0.523441	-0.000123174	-179.642	-1.21222e-005	-179.267	0.00241925	-0.0781255	440.094	0
+5.37959010E-01	+1.00528259E+00	0.00173093	0.523441	-0.000123092	-179.673	-1.20383e-005	-179.368	0.00241973	-0.00781256	440.391	0
+5.37960150E-01	+1.00528401E+00	0.00173093	0.515629	-0.000123017	-179.696	-1.19638e-005	-179.517	0.00241925	-0.0234376	440.719	0
+5.37962002E-01	+1.00528786E+00	0.00173093	0.515629	-0.00012298	-179.712	-1.19303e-005	-179.501	0.00241973	-0.085938	441.016	0
+5.37962015E-01	+1.00528704E+00	0.00173093	0.523441	-0.00012295	-179.72	-1.19079e-005	-179.47	0.00241996	-0.0312502	441.344	0
+5.37961972E-01	+1.00528717E+00	0.00173093	0.515629	-0.000122943	-179.72	-1.1893e-005	-179.431	0.00241925	-0.117188	441.656	0
+5.37960487E-01	+1.00528619E+00	0.00173093	0.515629	-0.000122943	-179.72	-1.18968e-005	-179.485	0.00241973	0.0781255	441.953	0
+5.37956796E-01	+1.00528880E+00	0.00173093	0.515629	-0.000122943	-179.72	-1.18837e-005	-179.665	0.00241996	0.101563	442.281	0
+5.37955508E-01	+1.00528500E+00	0.00173116	0.515629	-0.000122943	-179.72	-1.18334e-005	-179.884	0.00241901	0.0234376	442.578	0
+5.37956808E-01	+1.00528694E+00	0.00173093	0.515629	-0.000122943	-179.72	-1.17943e-005	179.97	0.00242044	0.0468752	442.906	0
+5.37957176E-01	+1.00528798E+00	0.00173093	0.507816	-0.000122936	-179.712	-1.18223e-005	179.985	0.00241996	0.0781255	443.203	0
+5.37956127E-01	+1.00528985E+00	0.00173093	0.515629	-0.000122928	-179.712	-1.18614e-005	-179.899	0.00241996	0.0234376	443.531	0
+5.37958770E-01	+1.00528832E+00	0.00173116	0.515629	-0.000122913	-179.712	-1.18781e-005	-179.853	0.00241925	0.070313	443.828	0
+5.37957808E-01	+1.00528968E+00	0.00173093	0.515629	-0.000122913	-179.712	-1.18875e-005	-179.954	0.00241925	0.0546877	444.156	0
+5.37960254E-01	+1.00528901E+00	0.00173069	0.515629	-0.000122913	-179.712	-1.18614e-005	179.993	0.00241973	0.0468752	444.453	0
+5.37962284E-01	+1.00529156E+00	0.0017314	0.515629	-0.000122906	-179.72	-1.18316e-005	-179.978	0.00241973	-0.0312502	444.766	0
+5.37961162E-01	+1.00528857E+00	0.00173069	0.523441	-0.000122898	-179.72	-1.18223e-005	-179.899	0.00241973	0.0468752	445.094	0
+5.37959702E-01	+1.00529152E+00	0.00173093	0.523441	-0.000122898	-179.72	-1.18279e-005	-179.853	0.00241973	-0.0546877	445.391	0
+5.37959433E-01	+1.00529244E+00	0.00173093	0.515629	-0.000122898	-179.72	-1.18409e-005	-179.712	0.00241949	-0.0546877	445.703	0
+5.37960371E-01	+1.00528963E+00	0.00173093	0.515629	-0.000122906	-179.712	-1.18521e-005	-179.665	0.00241973	0	446.016	0
+5.37961420E-01	+1.00529163E+00	0.00173093	0.515629	-0.000122913	-179.712	-1.18707e-005	-179.79	0.00241949	0.070313	446.328	0
+5.37962425E-01	+1.00529100E+00	0.00173069	0.515629	-0.000122928	-179.712	-1.18837e-005	-179.72	0.00241949	0.109375	446.641	0
+5.37963566E-01	+1.00528881E+00	0.00173093	0.507816	-0.000122936	-179.712	-1.18837e-005	-179.642	0.00241949	-0.0390627	446.953	0
+5.37963738E-01	+1.00528919E+00	0.00173093	0.515629	-0.00012295	-179.712	-1.18819e-005	-179.595	0.00241973	0.0468752	447.281	0
+5.37963952E-01	+1.00529402E+00	0.00173116	0.531254	-0.000122958	-179.712	-1.18875e-005	-179.524	0.00241973	0.179688	447.578	0
+5.37963891E-01	+1.00529177E+00	0.00173093	0.523441	-0.000122958	-179.72	-1.18912e-005	-179.571	0.00241949	0.117188	447.891	0
+5.37963640E-01	+1.00529400E+00	0.00173093	0.515629	-0.000122958	-179.72	-1.18949e-005	-179.657	0.00241925	0.0156251	448.203	0
+5.37962959E-01	+1.00529169E+00	0.00173116	0.515629	-0.000122965	-179.72	-1.18968e-005	-179.735	0.00241973	-0.0468752	448.531	0
+5.37962775E-01	+1.00529302E+00	0.00173093	0.515629	-0.000122988	-179.712	-1.19079e-005	-179.821	0.00241973	-0.0234376	448.828	0
+5.37963063E-01	+1.00529679E+00	0.00173045	0.515629	-0.00012301	-179.712	-1.19079e-005	-179.79	0.00241949	0.0781255	449.156	0
+5.37961419E-01	+1.00528985E+00	0.00173045	0.515629	-0.000123032	-179.72	-1.18949e-005	-179.735	0.00241949	0.0390627	449.453	0
+5.37962748E-01	+1.00528724E+00	0.00173093	0.515629	-0.000123055	-179.72	-1.188e-005	-179.876	0.00241973	-0.109375	449.766	0
+5.37963423E-01	+1.00528566E+00	0.00173093	0.515629	-0.000123055	-179.72	-1.18707e-005	-179.978	0.00241949	-0.125001	450.078	0
+5.37961369E-01	+1.00528607E+00	0.00173069	0.515629	-0.000123047	-179.72	-1.18595e-005	-179.899	0.00241949	0.125001	450.391	0
+5.37962319E-01	+1.00528614E+00	0.00173116	0.515629	-0.000123032	-179.72	-1.18465e-005	-179.743	0.00241925	0.070313	450.719	0
+5.37958492E-01	+1.00528670E+00	0.00173116	0.515629	-0.000123017	-179.72	-1.1867e-005	-179.72	0.00241973	0.0781255	451.016	0
+5.37958449E-01	+1.00528286E+00	0.00173093	0.515629	-0.000123017	-179.72	-1.19005e-005	-179.782	0.00241949	0.0468752	451.344	0
+5.37959940E-01	+1.00528140E+00	0.00173069	0.515629	-0.00012301	-179.712	-1.19061e-005	-179.806	0.00241973	0.101563	451.641	0
+5.37962190E-01	+1.00528356E+00	0.00173093	0.515629	-0.000123003	-179.704	-1.18763e-005	-179.853	0.00241973	-0.0468752	451.969	0
+5.37957812E-01	+1.00528249E+00	0.00173116	0.515629	-0.000122988	-179.704	-1.1839e-005	-179.853	0.00241973	-0.0312502	452.266	0
+5.37957113E-01	+1.00528038E+00	0.00173069	0.507816	-0.000122988	-179.704	-1.17943e-005	-179.899	0.00241949	-0.0546877	452.594	0
+5.37960418E-01	+1.00528223E+00	0.00173045	0.523441	-0.000122995	-179.712	-1.18018e-005	-179.884	0.00241949	0	452.891	0
+5.37959167E-01	+1.00528048E+00	0.00173093	0.515629	-0.000123003	-179.712	-1.18372e-005	-179.767	0.00241925	0.0234376	453.219	0
+5.37959645E-01	+1.00528478E+00	0.00173093	0.515629	-0.000122995	-179.712	-1.1867e-005	-179.665	0.00241925	0.070313	453.516	0
+5.37960197E-01	+1.00528279E+00	0.00173093	0.515629	-0.000122988	-179.712	-1.18781e-005	-179.618	0.00241949	-0.0781255	453.828	0
+5.37961516E-01	+1.00528397E+00	0.00173116	0.523441	-0.00012298	-179.712	-1.18837e-005	-179.579	0.00241973	0.0156251	454.141	0
+5.37962817E-01	+1.00528388E+00	0.00173093	0.507816	-0.00012298	-179.72	-1.1893e-005	-179.595	0.00241925	0.0234376	454.453	0
+5.37963559E-01	+1.00528327E+00	0.00173093	0.515629	-0.00012298	-179.72	-1.1893e-005	-179.642	0.00241973	0.0234376	454.766	0
+5.37965362E-01	+1.00388850E+00	0.00173093	0.515629	-0.000122988	-179.72	-1.18949e-005	-179.712	0.00241996	0.0468752	455.094	0
+5.37968582E-01	+9.98494645E-01	0.00173093	0.515629	-0.000122988	-179.72	-1.19061e-005	-179.806	0.00241949	-0.0234376	455.391	0
+5.37969440E-01	+1.00042221E+00	0.00173093	0.515629	-0.000122988	-179.72	-1.19135e-005	-179.899	0.00241949	0.0781255	455.703	0
+5.37971415E-01	+1.00041932E+00	0.00173116	0.515629	-0.000122965	-179.72	-1.19079e-005	-179.97	0.00241925	-0.0781255	456.016	0
+5.37970139E-01	+9.96438903E-01	0.00173069	0.523441	-0.000122943	-179.72	-1.18912e-005	-179.931	0.00241949	-0.0234376	456.328	0
+5.37969536E-01	+9.95507010E-01	0.00173093	0.515629	-0.000122928	-179.72	-1.18726e-005	-179.79	0.00241973	0.0390627	456.641	0
+5.37969638E-01	+9.94518502E-01	0.00173093	0.507816	-0.000122906	-179.72	-1.18428e-005	-179.642	0.00241901	0.101563	456.953	0
+5.37970092E-01	+9.90623608E-01	0.00173093	0.515629	-0.000122876	-179.72	-1.18148e-005	-179.571	0.00241925	0.125001	457.266	0
+5.37968712E-01	+9.90623571E-01	0.00173093	0.515629	-0.000122839	-179.72	-1.17925e-005	-179.556	0.00241925	0	457.594	0
+5.37966161E-01	+9.88773491E-01	0.00173069	0.515629	-0.000122809	-179.72	-1.17794e-005	-179.61	0.00241949	0.0546877	457.906	0
+5.37961224E-01	+9.85701331E-01	0.00173093	0.515629	-0.000122772	-179.72	-1.1772e-005	-179.876	0.00241925	0.0781255	458.203	0
+5.37962463E-01	+9.85701454E-01	0.00173093	0.515629	-0.000122734	-179.72	-1.17589e-005	-179.978	0.00241949	0.164063	458.516	0
+5.37966203E-01	+9.81146263E-01	0.00173045	0.539066	-0.000122682	-179.72	-1.17608e-005	-179.954	0.00241949	0.0390627	458.844	0
+5.37968754E-01	+9.80823434E-01	0.00173093	0.515629	-0.000122652	-179.72	-1.17589e-005	179.962	0.00241925	0.0937505	459.156	0
+5.37965640E-01	+9.77775172E-01	0.00173093	0.515629	-0.000122623	-179.72	-1.17459e-005	179.923	0.00241973	0.109375	459.469	0
+5.37965296E-01	+9.75920293E-01	0.00173093	0.523441	-0.0001226	-179.72	-1.17235e-005	-179.978	0.00241925	0.140626	459.781	0
+5.37966596E-01	+9.75920570E-01	0.00173093	0.523441	-0.00012257	-179.72	-1.16844e-005	-179.774	0.00241949	0.0781255	460.094	0
+5.37966731E-01	+9.73478468E-01	0.00173069	0.523441	-0.000122556	-179.72	-1.1649e-005	-179.688	0.00241925	0.0781255	460.391	0
+5.37963542E-01	+9.71039146E-01	0.00173093	0.515629	-0.000122533	-179.72	-1.16416e-005	-179.735	0.00241925	0.00781256	460.703	0
+5.37961273E-01	+9.70052334E-01	0.00173093	0.515629	-0.000122503	-179.72	-1.16528e-005	-179.813	0.00241949	0.0468752	461.016	0
+5.37959501E-01	+9.66117088E-01	0.00173045	0.523441	-0.000122481	-179.72	-1.16304e-005	-179.845	0.00241925	0.0937505	461.344	0
+5.37960693E-01	+9.66117847E-01	0.00173045	0.515629	-0.000122451	-179.72	-1.15894e-005	-179.931	0.00241925	0.226563	461.641	0
+5.37967351E-01	+9.61249504E-01	0.00173069	0.515629	-0.000122429	-179.72	-1.15522e-005	-179.993	0.00241925	0.0468752	461.953	0
+5.37968866E-01	+9.61247566E-01	0.00173069	0.515629	-0.000122407	-179.72	-1.15242e-005	179.97	0.00241925	0.070313	462.266	0
+5.37967511E-01	+9.61244666E-01	0.00173069	0.523441	-0.000122369	-179.72	-1.15093e-005	-179.962	0.00241925	-0.132813	462.578	0
+5.37960734E-01	+9.56596953E-01	0.00173093	0.507816	-0.000122332	-179.712	-1.15112e-005	-179.821	0.00241973	-0.125001	462.906	0
+5.37961261E-01	+9.56334345E-01	0.00173069	0.515629	-0.000122295	-179.712	-1.15354e-005	-179.735	0.00241901	0.085938	463.203	0
+5.37961022E-01	+9.53969286E-01	0.00173069	0.515629	-0.000122265	-179.72	-1.15522e-005	-179.649	0.00241925	0.0546877	463.516	0
+5.37964150E-01	+9.51445056E-01	0.00173045	0.515629	-0.000122235	-179.72	-1.15522e-005	-179.603	0.00241901	0.0468752	463.828	0
+5.37964732E-01	+9.51320078E-01	0.00173069	0.515629	-0.00012219	-179.72	-1.15485e-005	-179.618	0.00241925	0.0625005	464.156	0
+5.37957931E-01	+9.46520575E-01	0.00173045	0.515629	-0.000122153	-179.72	-1.15373e-005	-179.751	0.00241901	0.0390627	464.453	0
+5.37959121E-01	+9.46519933E-01	0.00173045	0.515629	-0.000122116	-179.72	-1.15056e-005	-179.798	0.00241925	-0.0546877	464.781	0
+5.37958029E-01	+9.45930287E-01	0.00173069	0.523441	-0.000122086	-179.72	-1.1474e-005	-179.735	0.00241925	0	465.078	0
+5.37967860E-01	+9.41799764E-01	0.00173069	0.515629	-0.000122056	-179.72	-1.14609e-005	-179.649	0.00241925	0.0468752	465.406	0
+5.37966033E-01	+9.41799672E-01	0.00173069	0.515629	-0.000122026	-179.72	-1.14516e-005	-179.548	0.00241925	0.0468752	465.703	0
+5.37966118E-01	+9.38548925E-01	0.00173069	0.515629	-0.000121996	-179.72	-1.14311e-005	-179.532	0.00241925	0.0937505	466.016	0
+5.37965352E-01	+9.36906933E-01	0.00173045	0.515629	-0.000121974	-179.72	-1.14088e-005	-179.54	0.00241925	0.0234376	466.328	0
+5.37964419E-01	+9.36904427E-01	0.00173045	0.523441	-0.000121937	-179.72	-1.13827e-005	-179.595	0.00241901	0.179688	466.641	0
+5.37968331E-01	+9.32699563E-01	0.00173045	0.515629	-0.000121914	-179.72	-1.13398e-005	-179.626	0.00241901	-0.0234376	466.969	0
+5.37969331E-01	+9.32024452E-01	0.00173045	0.515629	-0.000121885	-179.72	-1.13268e-005	-179.626	0.00241925	0.0312502	467.266	0
+5.37967497E-01	+9.32026313E-01	0.00173021	0.515629	-0.000121855	-179.72	-1.1351e-005	-179.642	0.00241877	0.070313	467.594	0
+5.37965529E-01	+9.28590284E-01	0.00173045	0.515629	-0.00012181	-179.72	-1.13752e-005	-179.665	0.00241925	-0.0156251	467.891	0
+5.37963732E-01	+9.27117270E-01	0.00173069	0.507816	-0.000121765	-179.728	-1.13752e-005	-179.782	0.00241925	-0.0156251	468.219	0
+5.37966228E-01	+9.25033058E-01	0.00173045	0.515629	-0.000121736	-179.728	-1.13696e-005	-179.853	0.00241877	0.0781255	468.531	0
+5.37971968E-01	+9.22251701E-01	0.00173045	0.515629	-0.000121728	-179.728	-1.13734e-005	-179.798	0.00241877	0.0468752	468.844	0
+5.37974210E-01	+9.22243523E-01	0.00173069	0.515629	-0.000121706	-179.728	-1.13659e-005	-179.696	0.00241925	0.070313	469.156	0
+5.37975029E-01	+9.19016698E-01	0.00173045	0.515629	-0.000121676	-179.72	-1.13417e-005	-179.673	0.00241925	0.0468752	469.469	0
+5.37974005E-01	+9.17343297E-01	0.00173045	0.515629	-0.000121631	-179.72	-1.12951e-005	-179.735	0.00241925	0.0468752	469.781	0
+5.37969001E-01	+9.17340828E-01	0.00173045	0.515629	-0.000121601	-179.72	-1.12579e-005	-179.728	0.00241925	-0.0234376	470.094	0
+5.37970552E-01	+9.12452737E-01	0.00173069	0.515629	-0.000121564	-179.72	-1.12355e-005	-179.657	0.00241901	0.0468752	470.406	0
+5.37972061E-01	+9.12455305E-01	0.00173045	0.515629	-0.000121542	-179.728	-1.12318e-005	-179.704	0.00241925	-0.00781256	470.719	0
+5.37969743E-01	+9.11799525E-01	0.00173045	0.523441	-0.000121527	-179.728	-1.12132e-005	-179.899	0.00241925	0.0234376	471.016	0
+5.37964978E-01	+9.07542272E-01	0.00173021	0.515629	-0.000121497	-179.728	-1.1215e-005	179.915	0.00241877	0.0625005	471.344	0
+5.37970749E-01	+9.07542741E-01	0.00173045	0.515629	-0.000121482	-179.728	-1.12225e-005	179.892	0.00241901	-0.132813	471.641	0
+5.37969845E-01	+9.04125812E-01	0.00173045	0.515629	-0.000121467	-179.72	-1.12262e-005	-179.962	0.00241877	0	471.953	0
+5.37968594E-01	+9.02660001E-01	0.00173069	0.515629	-0.000121445	-179.72	-1.12113e-005	-179.774	0.00241877	-0.0546877	472.266	0
+5.37971703E-01	+9.02664339E-01	0.00173045	0.507816	-0.000121408	-179.72	-1.12095e-005	-179.649	0.00241877	-0.0312502	472.594	0
+5.37969716E-01	+8.98738938E-01	0.00173045	0.515629	-0.00012137	-179.72	-1.1215e-005	-179.688	0.00241877	-0.0234376	472.906	0
+5.37967417E-01	+8.97757435E-01	0.00173069	0.523441	-0.000121333	-179.72	-1.12076e-005	-179.673	0.00241901	-0.0546877	473.219	0
+5.37972482E-01	+8.96690029E-01	0.00173045	0.523441	-0.000121303	-179.72	-1.11964e-005	-179.642	0.00241925	-0.0546877	473.531	0
+5.37973543E-01	+8.92874127E-01	0.00173045	0.531254	-0.000121274	-179.72	-1.11946e-005	-179.728	0.00241877	-0.070313	473.828	0
+5.37975250E-01	+8.92877028E-01	0.00173069	0.515629	-0.000121236	-179.728	-1.11946e-005	-179.829	0.00241877	-0.0156251	474.141	0
+5.37969737E-01	+8.91400367E-01	0.00173045	0.515629	-0.000121207	-179.743	-1.11648e-005	-179.978	0.00241877	-0.0156251	474.469	0
+5.37966106E-01	+8.87960805E-01	0.00173045	0.515629	-0.000121169	-179.751	-1.11294e-005	179.97	0.00241853	0.0234376	474.781	0
+5.37968400E-01	+8.87960249E-01	0.00173021	0.515629	-0.000121147	-179.743	-1.1107e-005	-179.978	0.00241877	-0.00781256	475.078	0
+5.37967916E-01	+8.87474209E-01	0.00173045	0.515629	-0.000121117	-179.735	-1.10977e-005	-179.978	0.00241829	0	475.391	0
+5.37970657E-01	+8.83083575E-01	0.00173021	0.515629	-0.000121102	-179.728	-1.10921e-005	179.931	0.00241877	-0.0234376	475.703	0
+5.37971982E-01	+8.83086834E-01	0.00173045	0.531254	-0.000121087	-179.728	-1.10511e-005	179.993	0.00241877	-0.0546877	476.016	0
+5.37969259E-01	+8.81510365E-01	0.00173021	0.515629	-0.000121065	-179.72	-1.10102e-005	-179.806	0.00241901	-0.148438	476.328	0
+5.37968860E-01	+8.78178742E-01	0.00173045	0.515629	-0.000121035	-179.72	-1.09561e-005	-179.688	0.00241829	0.0937505	476.641	0
+5.37969069E-01	+8.78182168E-01	0.00173069	0.523441	-0.000121005	-179.72	-1.0904e-005	-179.603	0.00241877	0.0468752	476.969	0
+5.37966842E-01	+8.73291228E-01	0.00173045	0.515629	-0.000120976	-179.712	-1.08909e-005	-179.563	0.00241829	0.0937505	477.266	0
+5.37971148E-01	+8.73289480E-01	0.00173045	0.507816	-0.000120931	-179.704	-1.09096e-005	-179.587	0.00241853	0.101563	477.594	0
+5.37969780E-01	+8.73293592E-01	0.00173069	0.515629	-0.000120886	-179.696	-1.09356e-005	-179.728	0.00241853	0.0156251	477.906	0
+5.37964162E-01	+8.68370561E-01	0.00173093	0.523441	-0.000120849	-179.696	-1.09077e-005	-179.735	0.00241901	0.0781255	478.203	0
+5.37961955E-01	+8.68369882E-01	0.00172997	0.515629	-0.000120812	-179.704	-1.08965e-005	-179.634	0.00241877	0.0546877	478.531	0
