S1Rx-Ch1	S1Rx-Ch2	S1Ry-Ch1	S1Ry-Ch2	S2Ry-Ch1	S2Ry-Ch2	S2Rx-Ch1	S2Rx-Ch2	temperature	field	Time	Sweep var
0.00193525	0.421877	-0.000862364	179.845	-1.4253e-005	179.962	0.00279762	0.109375	+8.01617383E-01	+1.00498032E+00	456.375	0
0.00193501	0.421877	-0.000862483	179.845	-1.42288e-005	179.821	0.00279762	0.00781256	+8.01618039E-01	+1.00497392E+00	456.703	0
0.00193477	0.421877	-0.000862602	179.845	-1.42102e-005	179.79	0.00279714	-0.0781255	+8.01619726E-01	+1.00497609E+00	457.016	0
0.00193525	0.414064	-0.000862602	179.845	-1.42102e-005	179.892	0.00279762	0.101563	+8.01617873E-01	+1.00497525E+00	457.313	0
0.00193525	0.421877	-0.000862721	179.845	-1.42102e-005	179.978	0.00279762	0.0156251	+8.01618327E-01	+1.00497873E+00	457.625	0
0.00193501	0.421877	-0.000862721	179.845	-1.42102e-005	-179.946	0.00279666	-0.109375	+8.01619450E-01	+1.00497715E+00	457.953	0
0.00193477	0.421877	-0.000862602	179.853	-1.42065e-005	-179.868	0.00279762	-0.0156251	+8.01619106E-01	+1.00497687E+00	458.266	0
0.00193573	0.406252	-0.000862721	179.853	-1.42009e-005	-179.774	0.00279762	0.00781256	+8.01621363E-01	+1.00497737E+00	458.563	0
0.00193525	0.421877	-0.000862721	179.853	-1.42046e-005	-179.798	0.00279714	0.0468752	+8.01620839E-01	+1.00498150E+00	458.891	0
0.00193477	0.421877	-0.000862841	179.86	-1.41804e-005	-179.899	0.00279762	-0.0156251	+8.01624243E-01	+1.00498168E+00	459.188	0
0.00193477	0.414064	-0.000862841	179.86	-1.41431e-005	-179.978	0.00279762	-0.0468752	+8.01618975E-01	+1.00497879E+00	459.5	0
0.00193501	0.414064	-0.000862841	179.853	-1.41301e-005	179.923	0.00279762	0.0937505	+8.01625512E-01	+1.00499133E+00	459.813	0
0.00193525	0.421877	-0.000862841	179.86	-1.41319e-005	179.829	0.00279762	-0.0468752	+8.01630026E-01	+1.00499911E+00	460.125	0
0.00193501	0.421877	-0.000862841	179.853	-1.41506e-005	179.821	0.0027981	0.0234376	+8.01630939E-01	+1.00500385E+00	460.453	0
0.00193525	0.421877	-0.000862721	179.853	-1.41767e-005	179.845	0.00279762	0.0468752	+8.01630657E-01	+1.00499913E+00	460.75	0
0.00193525	0.414064	-0.000862602	179.845	-1.41822e-005	179.868	0.00279762	0.148438	+8.01710645E-01	+1.00515230E+00	461.063	0
0.00193001	0.695316	-0.000862483	179.845	-1.37706e-005	-179.431	0.00279047	-0.0625005	+8.01727749E-01	+1.00517675E+00	461.406	0
0.00194169	0.359377	-0.000861768	179.868	-1.14013e-005	-173.306	0.00279094	0.0468752	+8.01724996E-01	+1.00517785E+00	461.703	0
0.00192977	0.484377	-0.000861648	179.892	-1.00509e-005	-168.079	0.00279094	-0.085938	+8.01782385E-01	+1.00531091E+00	462.016	0
0.00193597	0.531254	-0.000862006	179.892	-1.03322e-005	-168.837	0.00279094	0.0312502	+8.01810675E-01	+1.00534376E+00	462.328	0
0.00193573	0.343752	-0.000862602	179.884	-1.13454e-005	-172.392	0.00279094	0	+8.01812576E-01	+1.00534594E+00	462.625	0
0.00193215	0.445314	-0.000863079	179.868	-1.23811e-005	-175.532	0.00279094	0.179688	+8.01813723E-01	+1.00534398E+00	462.953	0
0.00193525	0.445314	-0.000863556	179.868	-1.31392e-005	-177.524	0.00279094	0.0937505	+8.01813263E-01	+1.00534570E+00	463.266	0
0.00193454	0.382814	-0.000863794	179.86	-1.36216e-005	-178.665	0.00279094	0.085938	+8.01815859E-01	+1.00534649E+00	463.563	0
0.00193382	0.437502	-0.000864033	179.853	-1.38879e-005	-179.228	0.00279094	0.171876	+8.01814608E-01	+1.00535146E+00	463.891	0
0.00193477	0.421877	-0.000864152	179.853	-1.40146e-005	-179.493	0.00279094	0.148438	+8.01815466E-01	+1.00534811E+00	464.188	0
0.0019343	0.398439	-0.00086439	179.853	-1.40761e-005	-179.72	0.00279094	0.0234376	+8.01815767E-01	+1.00534553E+00	464.516	0
0.00193477	0.429689	-0.000864509	179.853	-1.41096e-005	-179.876	0.00279094	-0.0468752	+8.01813492E-01	+1.00534718E+00	464.828	0
0.00193454	0.414064	-0.000864629	179.86	-1.41338e-005	-179.978	0.00279142	0.132813	+8.01812566E-01	+1.00534672E+00	465.141	0
0.0019343	0.414064	-0.000864748	179.853	-1.41543e-005	179.938	0.00279094	0.140626	+8.01814761E-01	+1.00534200E+00	465.453	0
0.00193477	0.414064	-0.000864748	179.845	-1.41413e-005	179.79	0.00279047	0.117188	+8.01748044E-01	+1.00522882E+00	465.766	0
0.00193477	0.406252	-0.000864748	179.837	-1.40835e-005	179.415	0.00279142	-0.0625005	+8.01780139E-01	+1.00529691E+00	466.063	0
0.0019343	0.421877	-0.000864748	179.837	-1.40519e-005	179.399	0.00279142	-0.0390627	+8.01820472E-01	+1.00535555E+00	466.391	0
0.0019343	0.406252	-0.000864748	179.837	-1.40612e-005	179.61	0.00279094	-0.0390627	+8.01820809E-01	+1.00652409E+00	466.703	0
0.0019343	0.406252	-0.000864748	179.845	-1.40928e-005	179.782	0.00279094	0.0781255	+8.01815198E-01	+1.00534512E+00	467	0
0.0019343	0.414064	-0.000864748	179.845	-1.41245e-005	179.892	0.00279094	0.101563	+8.01813530E-01	+1.00534261E+00	467.328	0
0.0019343	0.421877	-0.000864748	179.845	-1.41524e-005	179.868	0.00279094	0.0234376	+8.01813788E-01	+1.00534656E+00	467.625	0
0.0019343	0.406252	-0.000864748	179.845	-1.41543e-005	179.767	0.00279142	-0.117188	+8.01814757E-01	+1.00534972E+00	467.953	0
0.00193477	0.406252	-0.000864748	179.853	-1.41394e-005	179.767	0.00279094	-0.0937505	+8.01814456E-01	+1.00535078E+00	468.25	0
0.00193454	0.421877	-0.000864629	179.853	-1.41189e-005	179.892	0.00279094	-0.00781256	+8.01813113E-01	+1.00534825E+00	468.578	0
0.0019343	0.414064	-0.000864629	179.853	-1.41226e-005	-179.907	0.00279094	0.085938	+8.01811702E-01	+1.00534669E+00	468.875	0
0.00193454	0.406252	-0.000864509	179.853	-1.41375e-005	-179.821	0.00279094	0.0234376	+8.01810458E-01	+1.00534912E+00	469.188	0
0.00193454	0.414064	-0.00086439	179.853	-1.41487e-005	-179.821	0.00279142	0.0937505	+8.01811537E-01	+1.00534846E+00	469.5	0
0.00193454	0.421877	-0.000864271	179.853	-1.4158e-005	-179.798	0.00279094	-0.0156251	+8.01812273E-01	+1.00534827E+00	469.813	0
0.0019343	0.421877	-0.000864152	179.853	-1.41562e-005	-179.845	0.00279142	0.148438	+8.01813046E-01	+1.00534548E+00	470.125	0
0.0019343	0.406252	-0.000864152	179.853	-1.41413e-005	-179.931	0.00279094	-0.0234376	+8.01815640E-01	+1.00534428E+00	470.453	0
0.00193454	0.421877	-0.000864033	179.853	-1.41357e-005	179.993	0.00279142	0	+8.01815860E-01	+1.00534680E+00	470.75	0
0.0019343	0.421877	-0.000863913	179.853	-1.4145e-005	179.892	0.00279142	-0.0546877	+8.01814741E-01	+1.00534503E+00	471.063	0
0.0019343	0.414064	-0.000863913	179.853	-1.41655e-005	179.813	0.00279094	-0.070313	+8.01817093E-01	+1.00534970E+00	471.375	0
0.0019343	0.406252	-0.000863913	179.853	-1.4186e-005	179.845	0.00279094	-0.117188	+8.01819939E-01	+1.00534722E+00	471.688	0
0.00193477	0.414064	-0.000864033	179.853	-1.41971e-005	179.962	0.00279142	0.0468752	+8.01815045E-01	+1.00534955E+00	472	0
0.0019343	0.421877	-0.000864152	179.845	-1.4199e-005	-179.876	0.00279094	0.0546877	+8.01817136E-01	+1.00534521E+00	472.328	0
0.00193454	0.421877	-0.000864152	179.845	-1.42009e-005	-179.774	0.00279142	-0.0390627	+8.01818700E-01	+1.00534554E+00	472.625	0
0.00193477	0.414064	-0.000864033	179.845	-1.42009e-005	-179.72	0.00279142	-0.0781255	+8.01818179E-01	+1.00534872E+00	472.938	0
