temperature	field	S1Rx-Ch1	S1Rx-Ch2	S1Ry-Ch1	S1Ry-Ch2	S2Ry-Ch1	S2Ry-Ch2	S2Rx-Ch1	S2Rx-Ch2	Time	Sweep var
+2.69136421E-01	-9.93008364E-01	0.00173975	0.515629	-9.16501e-005	-179.79	-3.33415e-007	167.86	0.00244285	-0.0468752	365.297	0
+2.69138469E-01	-9.93009043E-01	0.00173999	0.515629	-9.16426e-005	-179.79	-3.31553e-007	166.634	0.00244285	0.0234376	365.609	0
+2.69137874E-01	-9.93007982E-01	0.00174022	0.523441	-9.16426e-005	-179.79	-3.33415e-007	166.431	0.00244309	-0.00781256	365.922	0
+2.69139702E-01	-9.93010389E-01	0.00173975	0.539066	-9.16426e-005	-179.79	-3.05476e-007	168.563	0.00244309	0.0234376	366.234	0
+2.69135728E-01	-9.93008945E-01	0.00173975	0.523441	-9.16352e-005	-179.79	-2.47734e-007	171.157	0.00244309	0.0468752	366.547	0
+2.69134992E-01	-9.93007519E-01	0.00173999	0.515629	-9.16352e-005	-179.798	-2.01167e-007	165.509	0.00244309	0.0156251	366.844	0
+2.69138543E-01	-9.93005593E-01	0.00173999	0.515629	-9.16352e-005	-179.798	-1.91853e-007	159.329	0.00244285	0.0156251	367.156	0
+2.69140106E-01	-9.93006408E-01	0.00173975	0.523441	-9.16352e-005	-179.798	-2.19793e-007	159.868	0.00244285	0.0781255	367.484	0
+2.69140045E-01	-9.93008155E-01	0.00173975	0.523441	-9.16277e-005	-179.798	-2.19793e-007	159.868	0.00244309	0.085938	367.781	0
+2.69137844E-01	-9.93007716E-01	0.00173975	0.515629	-9.16203e-005	-179.798	-2.03029e-007	157.946	0.00244261	0.0390627	368.109	0
+2.69139837E-01	-9.93004803E-01	0.00173975	0.515629	-9.16128e-005	-179.798	-1.8254e-007	156.665	0.00244357	0.101563	368.422	0
+2.69142566E-01	-9.93005266E-01	0.00173999	0.523441	-9.15979e-005	-179.798	-1.32249e-007	156.095	0.00244261	0.109375	368.734	0
+2.69139279E-01	-9.93007494E-01	0.00173975	0.523441	-9.15905e-005	-179.798	-8.00942e-008	156.938	0.00244381	0.0234376	369.031	0
+2.69138150E-01	-9.93010216E-01	0.00173975	0.515629	-9.15905e-005	-179.798	-4.8429e-008	134.993	0.00244309	0.0234376	369.359	0
+2.69139637E-01	-9.93008155E-01	0.00173999	0.515629	-9.15905e-005	-179.79	-3.35278e-008	114.336	0.00244333	-0.0546877	369.672	0
+2.69137896E-01	-9.93008043E-01	0.00173975	0.523441	-9.15905e-005	-179.782	-7.45064e-009	94.0786	0.00244357	-0.00781256	369.969	0
+2.69138944E-01	-9.93007581E-01	0.00173975	0.523441	-9.15905e-005	-179.782	2.60771e-008	77.6333	0.00244357	0.0234376	370.281	0
+2.69139558E-01	-9.93008784E-01	0.00173975	0.515629	-9.15905e-005	-179.782	5.02916e-008	69.0552	0.00244309	-0.179688	370.609	0
+2.69139895E-01	-9.93011296E-01	0.00173999	0.515629	-9.15905e-005	-179.79	3.72531e-008	73.563	0.00244309	-0.0312502	370.906	0
+2.69211819E-01	-9.92847428E-01	0.00173999	0.523441	-9.15979e-005	-179.79	1.30386e-008	83.3833	0.00244261	-0.0156251	371.234	0
+2.69234203E-01	-9.92827425E-01	0.00172878	0.781254	-9.16054e-005	-179.743	7.74864e-007	-65.5786	0.00244309	-0.0781255	371.531	0
+2.69235612E-01	-9.92829810E-01	0.00174428	0.804691	-9.16128e-005	-179.501	2.99701e-006	-70.3364	0.00244309	-0.0546877	371.844	0
+2.69265942E-01	-9.92779088E-01	0.00173999	0.281252	-9.16352e-005	-179.353	3.96001e-006	-71.6489	0.00244333	0.00781256	372.156	0
+2.69329360E-01	-9.92661498E-01	0.00173474	0.546879	-9.16426e-005	-179.384	3.42728e-006	-72.4771	0.00244309	-0.00781256	372.469	0
+2.69327085E-01	-9.92660720E-01	0.0017438	0.500004	-9.16426e-005	-179.485	2.27989e-006	-73.6255	0.00244357	-0.187501	372.781	0
+2.69329194E-01	-9.92662985E-01	0.00173927	0.429689	-9.16501e-005	-179.595	1.26474e-006	-75.4224	0.00244261	-0.0546877	373.094	0
+2.69330826E-01	-9.92658498E-01	0.00174046	0.585941	-9.16426e-005	-179.673	5.66248e-007	-78.4067	0.00244309	0.234376	373.406	0
+2.69326428E-01	-9.92657998E-01	0.00174142	0.523441	-9.16277e-005	-179.72	1.37837e-007	-84.7349	0.00244285	0.0781255	373.719	0
+2.69324086E-01	-9.92664982E-01	0.00173879	0.515629	-9.16352e-005	-179.751	-1.30386e-007	-99.5864	0.00244285	0.0546877	374.047	0
+2.69324939E-01	-9.92664399E-01	0.00174046	0.531254	-9.16352e-005	-179.767	-2.60772e-007	-122.704	0.00244309	0.0546877	374.359	0
+2.69323730E-01	-9.92662973E-01	0.00174046	0.492189	-9.16426e-005	-179.774	-3.18514e-007	-147.298	0.00244261	0.00781256	374.672	0
+2.69324306E-01	-9.92665065E-01	0.00173975	0.539066	-9.16501e-005	-179.782	-3.27827e-007	-164.868	0.00244309	0.0156251	374.984	0
+2.69321148E-01	-9.92661350E-01	0.00174022	0.531254	-9.16575e-005	-179.79	-3.16651e-007	-177.571	0.00244237	0.0390627	375.281	0
+2.69326158E-01	-9.92660831E-01	0.00173975	0.515629	-9.16799e-005	-179.798	-3.39003e-007	172.97	0.00244261	-0.0390627	375.609	0
+2.69306516E-01	-9.92721749E-01	0.00174046	0.523441	-9.17395e-005	-179.798	-3.96745e-007	169.29	0.00244357	0.0468752	375.906	0
+2.69255829E-01	-9.92786118E-01	0.00174046	0.523441	-9.19481e-005	-179.798	-5.51347e-007	171.204	0.00244309	0.0156251	376.219	0
+2.69309655E-01	-9.92681400E-01	0.00173999	0.523441	-9.20598e-005	-179.798	-6.12814e-007	174.384	0.00244309	-0.0234376	376.531	0
